screening_id,pmid,title,abstract,year,journal,doi,sources,source_count,decision,exclusion_reason,corneal_layer,priority_level,screening_notes,final_core_status,strict_final_status,endothelium_relevance_score,endothelium_relevance_terms,recommended_action,strict_endothelium_decision,strict_endothelium_reason
PUBMED_0706,37669915,3D Bioprinting of Acellular Corneal Stromal Scaffolds with a Low Cost Modified 3D Printer: A Feasibility Study.,"PURPOSE: Loss of corneal transparency is one of the major causes of visual loss, generating a considerable health and economic burden globally. Corneal transplantation is the leading treatment procedure, where the diseased cornea is replaced by donated corneal tissue. Despite the rise of cornea donations in the past decade, there is still a huge gap between cornea supply and demand worldwide. 3D bioprinting is an emerging technology that can be used to fabricate tissue equivalents that resemble the native tissue, which holds great potential for corneal tissue engineering application. This study evaluates the manufacturability of 3D bioprinted acellular corneal grafts using low-cost equipment and software, not necessarily designed for bioprinting applications. This approach allows access to 3D printed structures where commercial 3D bioprinters are cost prohibitive and not readily accessible to researchers and clinicians. METHODS: Two extrusion-based methods were used to 3D print acellular corneal stromal scaffolds with collagen, alginate, and alginate-gelatin composite bioinks from a digital corneal model. Compression testing was used to determine moduli. RESULTS: The printed model was visually transparent with tunable mechanical properties. The model had central radius of curvature of 7.4 mm, diameter of 13.2 mm, and central thickness of 0.4 mm. The compressive secant modulus of the material was 23.7 ± 1.7 kPa at 20% strain. 3D printing into a concave mold had reliability advantages over printing into a convex mold. CONCLUSIONS: The printed corneal models exhibited visible transparency and a dome shape, demonstrating the potential of this process for the preparation of acellular partial thickness corneal replacements. The modified printing process presented a low-cost option for corneal bioprinting.",2023,Current eye research,10.1080/02713683.2023.2251172,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0708,37721301,Chitosan-based thermosensitive hydrogel with long-term release of murine nerve growth factor for neurotrophic keratopathy.,"Neurotrophic keratopathy is a persistent defect of the corneal epithelium, with or without stromal ulceration, due to corneal nerve deficiency caused by a variety of etiologies. The treatment options for neurotrophic keratopathy are limited. In this study, an ophthalmic solution was constructed from a chitosan-based thermosensitive hydrogel with long-term release of murine nerve growth factor (CTH-mNGF). Its effectiveness was evaluated in corneal denervation (CD) mice and patients with neurotrophic keratopathy. In the preclinical setting, CTH-mNGF was assessed in a murine corneal denervation model. CTH-mNGF was transparent, thermosensitive, and ensured sustained release of mNGF for over 20 hours on the ocular surface, maintaining the local mNGF concentration around 1300 pg/mL in vivo. Corneal denervation mice treated with CTH-mNGF for 10 days showed a significant increase in corneal nerve area and total corneal nerve length compared with non-treated and CTH treated mice. A subsequent clinical trial of CTH-mNGF was conducted in patients with stage 2 or 3 neurotrophic keratopathy. Patients received topical CTH-mNGF twice daily for 8 weeks. Fluorescein sodium images, Schirmer's test, intraocular pressure, Cochet-Bonnet corneal perception test, and best corrected visual acuity were evaluated. In total, six patients (total of seven eyes) diagnosed with neurotrophic keratopathy were enrolled. After 8 weeks of CTH-mNGF treatment, all participants showed a decreased area of corneal epithelial defect, as stained by fluorescence. Overall, six out of seven eyes had fluorescence staining scores < 5. Moreover, best corrected visual acuity, intraocular pressure, Schirmer's test and Cochet-Bonnet corneal perception test results showed no significant improvement. An increase in corneal nerve density was observed by in vivo confocal microscopy after 8 weeks of CTH-mNGF treatment in three out of seven eyes. This study demonstrates that CTH-mNGF is transparent, thermosensitive, and has sustained-release properties. Its effectiveness in healing corneal epithelial defects in all eyes with neurotrophic keratopathy suggests CTH-mNGF has promising application prospects in the treatment of neurotrophic keratopathy, being convenient and cost effective.",2024,Neural regeneration research,10.4103/1673-5374.380908,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core - unresolved manual check,Keep core - cautious,,,,,
PUBMED_0709,37731910,"Optimization and evaluation of oxygen-plasma-modified, aligned, poly (Є-caprolactone) and silk fibroin nanofibrous scaffold for corneal stromal regeneration.","The shortage of human donor corneas for transplantation necessitates the exploration of tissue engineering approaches to develop corneal substitutes. However, these substitutes must possess the necessary strength, transparency, and ability to regulate cell behaviour before they can be used in patients. In this study, we investigated the effectiveness of an oxygen plasma surface-modified poly-ε-caprolactone (PCL) combined with silk fibroin (SF) nanofibrous scaffold for corneal stromal regeneration. To fabricate the electrospun scaffolds, PCL and SF blends were used on a rotating mandrel. The optimization of the blend aimed to replicate the structural and functional properties of the human cornea, focusing on nanofibre alignment, mechanical characteristics, and in vitro cytocompatibility with human corneal stromal keratocytes. Surface modification of the scaffold resulted in improved transparency and enhanced cell interaction. Based on the evaluation, a composite nanofibrous scaffold with a 1:1 blend of PCL and SF was selected for a more comprehensive analysis. The biological response of keratocytes to the scaffold was assessed through cellular adhesion, proliferation, cytoskeletal organization, gene expression, and immunocytochemical staining. The scaffold facilitated the adhesion of corneal stromal cells, supporting cell proliferation, maintaining normal cytoskeletal organization, and promoting increased expression of genes associated with healthy corneal stromal keratocytes. These findings highlight the potential of a surface-modified PCL/SF blend (1:1) as a promising scaffolding material for corneal stromal regeneration. The developed scaffold not only demonstrated favourable biological interactions with corneal stromal cells but also exhibited characteristics aligned with the requirements for successful corneal tissue engineering. Further research and refinement of these constructs could lead to significant advancements in addressing the shortage of corneas for transplantation, ultimately improving the treatment outcomes for patients in need.",2023,Biomaterials and biosystems,10.1016/j.bbiosy.2023.100083,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0710,37747759,Development of a Fully Synthetic Corneal Stromal Construct via Supramolecular Hydrogel Engineering.,"Recent advances in the field of ophthalmology show great potential in the design of bioengineered constructs to mimic the corneal stroma. Hydrogels based on synthetic supramolecular polymers, are attractive synthetic mimics of the natural highly hydrated corneal stroma. Here, a fully synthetic corneal stromal construct is developed via engineering of an injectable supramolecular hydrogel based on ureido-pyrimidinone (UPy) moieties. The hydrogel displays a dynamic and tunable behavior, which allows for control of biochemical and mechanical cues. Two hydrogels are developed, a fully synthetic hydrogel functionalized with a bioactive cyclic arginine-glycine-aspartate UPy (UPy-cRGD) additive, and a hybrid hydrogel based on UPy-moieties mixed with collagen type I fibers. Both hydrogels supported cell encapsulation and associated cellular deposition of extracellular matrix (ECM) proteins after 21 days. Excitingly, the hydrogels support the activation of isolated primary keratocytes into stromal fibroblasts as well as the differentiation toward more quiescent corneal stromal keratocytes, demonstrated by their characteristic long dendritic protrusions and a substantially diminished cytokine secretion. Furthermore, cells survive shear stresses during an injectability test. Together, these findings highlight the development of an injectable supramolecular hydrogel as a synthetic corneal stromal microenvironment able to host primary keratocytes.",2023,Advanced healthcare materials,10.1002/adhm.202301392,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0719,37866722,A double-crosslinked nanocellulose-reinforced dexamethasone-loaded collagen hydrogel for corneal application and sustained anti-inflammatory activity.,"In cases of blinding disease or trauma, hydrogels have been proposed as scaffolds for corneal regeneration and vehicles for ocular drug delivery. Restoration of corneal transparency, augmenting a thin cornea and postoperative drug delivery are particularly challenging in resource-limited regions where drug availability and patient compliance may be suboptimal. Here, we report a bioengineered hydrogel based on porcine skin collagen as an alternative to human donor corneal tissue for applications where long-term stability of the hydrogel is required. The hydrogel is reinforced with cellulose nanofibers extracted from the Ciona intestinalis sea invertebrate followed by double chemical and photochemical crosslinking. The hydrogel is additionally loaded with dexamethasone to provide sustained anti-inflammatory activity. The reinforced double-crosslinked hydrogel after drug loading maintained high optical transparency with significantly improved mechanical characteristics compared to non-reinforced hydrogels, while supporting a gradual sustained drug release for 60 days in vitro. Dexamethasone, after exposure to crosslinking and sterilization procedures used in hydrogel production, inhibited tube formation and cell migration of TNFα-stimulated vascular endothelial cells. The drug-loaded hydrogels suppressed key pro-inflammatory cytokines CCL2 and CXCL5 in TNFα-stimulated human corneal epithelial cells. Eight weeks after intra-stromal implantation in the cornea of 12 New-Zealand white rabbits subjected to an inflammatory suture stimulus, the dexamethasone-releasing hydrogels suppressed TNFα, MMP-9, and leukocyte and fibroblast cell invasion, resulting in reduced corneal haze, sustained corneal thickness and stromal morphology, and reduced overall vessel invasion. This collagen-nanocellulose double-crosslinked hydrogel can be implanted to treat corneal stromal disease while suppressing inflammation and maintaining transparency after corneal transplantation. STATEMENT OF SIGNIFICANCE: To treat blinding diseases, hydrogel scaffolds have been proposed to facilitate corneal restoration and ocular drug delivery. Here, we improve on a clinically tested collagen-based scaffold to improve mechanical robustness and enzymatic resistance by incorporating sustainably sourced nanocellulose and dual chemical-photochemical crosslinking to reinforce the scaffold, while simultaneously achieving sustained release of an incorporated anti-inflammatory drug, dexamethasone. Evaluated in the context of a corneal disease model with inflammation, the drug-releasing nanocellulose-reinforced collagen scaffold maintained the cornea's transparency and resisted degradation while suppressing inflammation postoperatively. This biomaterial could therefore potentially be applied in a wider range of sight-threatening diseases, overcoming suboptimal administration of postoperative medications to maintain hydrogel integrity and good vision.",2023,Acta biomaterialia,10.1016/j.actbio.2023.10.020,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0726,37988231,Biomimetic Corneal Stroma for Scarless Corneal Wound Healing via Structural Restoration and Microenvironment Modulation.,"Corneal injury-induced stromal scarring causes the most common subtype of corneal blindness, and there is an unmet need to promote scarless corneal wound healing. Herein, a biomimetic corneal stroma with immunomodulatory properties is bioengineered for scarless corneal defect repair. First, a fully defined serum-free system is established to derive stromal keratocytes (hAESC-SKs) from a current Good Manufacturing Practice (cGMP)-grade human amniotic epithelial stem cells (hAESCs), and RNA-seq is used to validate the phenotypic transition. Moreover, hAESC-SKs are shown to possess robust immunomodulatory properties in addition to the keratocyte phenotype. Inspired by the corneal stromal extracellular matrix (ECM), a photocurable gelatin-based hydrogel is fabricated to serve as a scaffold for hAESC-SKs for bioengineering of a biomimetic corneal stroma. The rabbit corneal defect model is used to confirm that this biomimetic corneal stroma rapidly restores the corneal structure, and effectively reshapes the tissue microenvironment via proteoglycan secretion to promote transparency and inhibition of the inflammatory cascade to alleviate fibrosis, which synergistically reduces scar formation by ≈75% in addition to promoting wound healing. Overall, the strategy proposed here provides a promising solution for scarless corneal defect repair.",2024,Advanced healthcare materials,10.1002/adhm.202302889,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0730,38044579,A Versatile Hydrogel with Antibacterial and Sequential Drug-Releasing Capability for the Programmable Healing of Infectious Keratitis.,"Hydrogels have attracted tremendous attention as favorable corneal substitutes for treating severe infectious keratitis (IK). However, current hydrogel-based corneal substitutes were majorly designed to promote the single stage of corneal regeneration, which falls short in meeting the clinical management needs of severe IK including the multiple phases of corneal wound healing. Herein, we introduce a versatile hybrid hydrogel (SQPV) composed of silk fibroin and chitosan, which exhibits spatiotemporal properties for drug release. The SQPV is fabricated by incorporating verteporfin-loaded poly(lactic-co-glycolic)-polyethylene glycol-o-nitrobenzene micelles into a hydrogel network, which is formed from methacrylate silk fibroin and glycidyl methacrylate functionalized quaternized chitosan containing polydeoxyribonucleotide. This double network approach results in a material with exceptional anti-inflammatory, antibacterial, and proliferative stimulation and tissue remodeling regulation capabilities. Furthermore, SQPV showcases mechanical strength and transparency akin to those of native cornea. Extensive in vitro and in vivo studies validate SQPV's ability to effectively eliminate residual bacteria, mitigate inflammation, foster regeneration of corneal epithelium and stroma, prevent corneal scarring, and ultimately expedite wound healing. In summary, the SF/CS-based hybrid hydrogel may represent a promising substitute for comprehensive corneal repair and regeneration in severe IK.",2023,ACS nano,10.1021/acsnano.3c09034,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0738,38226015,Novel strategy for multi-material 3D bioprinting of human stem cell based corneal stroma with heterogenous design.,"Three-dimensional (3D) bioprinting offers an automated, customizable solution to manufacture highly detailed 3D tissue constructs and holds great promise for regenerative medicine to solve the severe global shortage of donor tissues and organs. However, uni-material 3D bioprinting is not sufficient for manufacturing heterogenous 3D constructs with native-like microstructures and thus, innovative multi-material solutions are required. Here, we developed a novel multi-material 3D bioprinting strategy for bioprinting human corneal stroma. The human cornea is the transparent outer layer of your eye, and vision loss due to corneal blindness has serious effects on the quality of life of individuals. One of the main reasons for corneal blindness is the damage in the detailed organization of the corneal stroma where collagen fibrils are arranged in layers perpendicular to each other and the corneal stromal cells grow along the fibrils. Donor corneas for treating corneal blindness are scarce, and the current tissue engineering (TE) technologies cannot produce artificial corneas with the complex microstructure of native corneal stroma. To address this, we developed a novel multi-material 3D bioprinting strategy to mimic detailed organization of corneal stroma. These multi-material 3D structures with heterogenous design were bioprinted by using human adipose tissue -derived stem cells (hASCs) and hyaluronic acid (HA) -based bioinks with varying stiffnesses. In our novel design of 3D models, acellular stiffer HA-bioink and cell-laden softer HA-bioink were printed in alternating filaments, and the filaments were printed perpendicularly in alternating layers. The multi-material bioprinting strategy was applied for the first time in corneal stroma 3D bioprinting to mimic the native microstructure. As a result, the soft bioink promoted cellular growth and tissue formation of hASCs in the multi-material 3D bioprinted composites, whereas the stiff bioink provided mechanical support as well as guidance of cellular organization upon culture. Interestingly, cellular growth and tissue formation altered the mechanical properties of the bioprinted composite constructs significantly. Importantly, the bioprinted composite structures showed good integration to the host tissue in ex vivo cornea organ culture model. As a conclusion, the developed multi-material bioprinting strategy provides great potential as a biofabrication solution for manufacturing organized, heterogenous microstructures of native tissues. To the best of our knowledge, this multi-material bioprinting strategy has never been applied in corneal bioprinting. Therefore, our work advances the technological achievements in additive manufacturing and brings the field of corneal TE to a new level.",2024,Materials today. Bio,10.1016/j.mtbio.2023.100924,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0748,38413368,Application of multi-layer porcine small intestinal submucosa for the reconstruction of deep corneal defects in cats.,"OBJECTIVE: This study documented the application of porcine small intestinal submucosa (SIS) as a stand-alone scaffold for treating deep corneal defects in cats. METHODS: Medical records of 20 cats with deep stromal ulcers, perforations, or corneal sequestra that underwent surgical treatment with SIS grafts between 2021 and 2022 were retrospectively reviewed. Data on re-epithelialization time, corneal transparency score, and complications were collected to analyze the reconstruction of deep corneal defects after SIS biomaterial implantation. RESULTS: All cats were unilaterally affected. The corneal defects varied in size, with a median diameter of 8.3 mm (range: 3-15 mm). Re-epithelialization of the SIS graft was completed 16-32 days after surgery (median, 22.3 days). No, mild, or moderate corneal transparency was detected in 90% of the cases. Complications were observed in eight cases (40%), including aqueous leakage (10%), partial SIS malacia (25%), and persistent bullous keratopathy (5%). The follow-up period ranged 90-725 days, with a median duration of 255 days. The SIS graft was successfully applied as a single scaffold in 17 of 20 cases (85%). CONCLUSION: The results of this study suggest that the application of commercial SIS is an effective surgical technique for managing deep corneal defects in cats.",2025,Veterinary ophthalmology,10.1111/vop.13196,B3_stroma;D3_full_thickness_multilayer,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0750,38428773,3D bioprinted photo crosslinkable GelMA/methylcellulose hydrogel mimicking native corneal model with enhanced in vitro cytocompatibility and sustained keratocyte phenotype for stromal regeneration.,"Corneal transplantation serves as the standard clinical therapy for serious corneal disorders. However, rejection of grafts, significant expenditures, and most crucially, the global donor shortage, may affect the outcome. Recently, 3D bioprinting using biodegradable polymeric materials has become a suitable method for creating tissue replicas with identical architecture. One such most renowned material is GelMA, for its scaffold's three-dimensional structure, biocompatibility, robust mechanics, and favourable optical transmittance. However, GelMA's inadequate viscosity to print at body temperature with better form integrity remains an obstacle. The aim of this work is to create 3D printed GelMA/MC hydrogels for corneal stroma tissue engineering using MC's printability at room temperature and GelMA's irreversible photo cross-linking with UV irradiation. The print speed and pressure conditions for 3D GelMA/MC hydrogels were tuned. Thermal, morphological and physicochemical characteristics were studied for two distinct concentrations of GelMA/MC hydrogels. The hydrogels achieved a transparency of ~78 % (at 700 nm), which was on par with that of the normal cornea (80 %). The in vitro studies conducted using goat corneal stromal cells demonstrated the ability of both hydrogels to promote cell adhesion and proliferation. Expression of Vimentin and keratan sulphate validated the phenotype of keratocytes in the hydrogel. This 3D printed GelMA/MC hydrogel model mimics biophysical characteristics of the native corneal stroma, which may hold promise for clinical corneal stromal tissue engineering.",2024,International journal of biological macromolecules,10.1016/j.ijbiomac.2024.130472,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0754,38454966,3D printing sequentially strengthening high-strength natural polymer hydrogel bilayer scaffold for cornea regeneration.,"3D printing of high-strength natural polymer biodegradable hydrogel scaffolds simultaneously resembling the biomechanics of corneal tissue and facilitating tissue regeneration remains a huge challenge due to the inherent brittleness of natural polymer hydrogels and the demanding requirements of printing. Herein, concentrated aqueous solutions of gelatin and carbohydrazide-modified alginate (Gel/Alg-CDH) are blended to form a natural polymer hydrogel ink, where the hydrazides in Alg-CDH are found to form strong hydrogen bonds with the gelatin. The hydrogen-bonding-strengthened Gel/Alg-CDH hydrogel demonstrates an appropriate thickened viscosity and shear thinning for extrusion printing. The strong hydrogen bonds contribute to remarkably increased mechanical properties of Gel/Alg-CDH hydrogel with a maximum elongation of over 400%. In addition, sequentially Ca(2+)-physical crosslinking and then moderately chemical crosslinking significantly enhance the mechanical properties of Gel/Alg-CDH hydrogels that ultimately exhibit an intriguing J-shaped stress-strain curve (tensile strength of 1.068 MPa and the toughness of 677.6 kJ/m(2)). The dually crosslinked Gel-Alg-CDH-Ca(2+)-EDC hydrogels demonstrate a high transparency, physiological swelling stability and rapid enzymatic degradability, as well as suturability. The growth factor and drug-loaded biomimetic bilayer hydrogel scaffold are customized via a multi-nozzle printing system. This bioactive bilayer hydrogel scaffold considerably promotes regeneration of corneal epithelium and stroma and inhibits cornea scarring in rabbit cornea keratoplasty.",2024,Regenerative biomaterials,10.1093/rb/rbae012,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0755,38466286,Substrate Stiffness Modulates Stemness and Differentiation of Rabbit Corneal Endothelium Through the Paxillin-YAP Pathway.,"PURPOSE: To explore the role of substrate stiffness and the mechanism beneath corneal endothelial cells' (CECs') stemness maintenance and differentiation. METHODS: CECs were divided into central zone (8 mm trephined boundary) and peripheral zone (8 mm trephined edge with attached limbal). Two zones were analyzed by hematoxylin-eosin staining and scanning electron microscopy for anatomic structure. The elastic modulus of Descemet's membrane (DM) was analyzed by atomic force microscopy. Compressed type I collagen gels with different stiffness were constructed as an in vitro model system to test the role of stiffness on phenotype using cultured rabbit CECs. Cell morphology, expression and intracellular distribution of Yes-associated protein (YAP), differentiation (ZO-1, Na+/K+-ATPase), stemness (FOXD3, CD34, Sox2, Oct3/4), and endothelial-mesenchymal transition (EnMT) markers were analyzed by immunofluorescence, quantitative RT-PCR, and Western blot. RESULTS: The results showed that the peripheral area of rabbit and human DM is softer than the central area ex vivo. Using the biomimetic extracellular matrix collagen gels in vitro model, we then demonstrated that soft substrate weakens the differentiation and EnMT in the culture of CECs. It was further proved by the inhibitor experiment that soft substrate enhances stemness maintenance via inhibition of paxillin-YAP signaling, which was activated on a stiff substrate. CONCLUSIONS: Our findings confirm that substrate stiffness modulates the stemness maintenance and differentiation of CECs and suggest a potential strategy for CEC-based corneal tissue engineering.",2024,Investigative ophthalmology & visual science,10.1167/iovs.65.3.15,C4_endothelium;D3_full_thickness_multilayer,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0757,38471165,Biopolymeric corneal lenticules by digital light processing based bioprinting: a dynamic substitute for corneal transplant.,"Digital light processing (DLP) technology has gained significant attention for its ability to construct intricate structures for various applications in tissue modeling and regeneration. In this study, we aimed to design corneal lenticules using DLP bioprinting technology, utilizing dual network bioinks to mimic the characteristics of the human cornea. The bioink was prepared using methacrylated hyaluronic acid and methacrylated gelatin, where ruthenium salt and sodium persulfate were included for mediating photo-crosslinking while tartrazine was used as a photoabsorber. The bioprinted lenticules were optically transparent (85.45% ± 0.14%), exhibited adhesive strength (58.67 ± 17.5 kPa), and compressive modulus (535.42 ± 29.05 kPa) sufficient for supporting corneal tissue integration and regeneration. Puncture resistance tests and drag force analysis further confirmed the excellent mechanical performance of the lenticules enabling their application as potential corneal implants. Additionally, the lenticules demonstrated outstanding support for re-epithelialization and stromal regeneration when assessed with human corneal stromal cells. We generated implant ready corneal lenticules while optimizing bioink and bioprinting parameters, providing valuable solution for individuals suffering from various corneal defects and waiting for corneal transplants.",2024,"Biomedical materials (Bristol, England)",10.1088/1748-605X/ad3312,B3_stroma;D3_full_thickness_multilayer,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0759,38472685,Hydrogels Based on Recombinant Spidroin Stimulate Proliferation and Migration of Human Corneal Cells.,"The effect of recombinant spidroin (RS) hydrogel (HG) on anterior epithelial cells and keratocytes of the human cornea was studied in vitro. Corneal injuries are highly prevalent in developing countries according to the World Health Organization. Various technologies have recently been proposed to restore the damaged surface of the cornea. Use of biodegradable silk-based materials, including recombinant analogs of the spider silk protein spidroin, is an important avenue of research in the field of wound healing and corneal regeneration. Spidroins are well known for their optimal balance of strength and elasticity. Given their biological compatibility, lack of immunogenicity, and biodegradability, spidroins provide a biomaterial for tissue engineering and regenerative medicine. HGs based on RS rS2/12-RGDS were therefore tested for cytotoxicity toward isolated corneal epithelial cells and keratocytes with regard to possible changes in cell phenotype and migratory activity. A promising outlook and therapeutic potential were demonstrated for RS-based HGs.",2023,"Doklady biological sciences : proceedings of the Academy of Sciences of the USSR, Biological sciences sections",10.1134/S0012496623600173,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0761,38486306,Bioprinting of human pluripotent stem cell derived corneal endothelial cells with hydrazone crosslinked hyaluronic acid bioink.,"BACKGROUND: Human corneal endothelial cells lack regenerative capacity through cell division in vivo. Consequently, in the case of trauma or dystrophy, the only available treatment modality is corneal tissue or primary corneal endothelial cell transplantation from cadaveric donor which faces a high global shortage. Our ultimate goal is to use the state-of-the-art 3D-bioprint technology for automated production of human partial and full-thickness corneal tissues using human stem cells and functional bioinks. In this study, we explore the feasibility of bioprinting the corneal endothelium using human pluripotent stem cell derived corneal endothelial cells and hydrazone crosslinked hyaluronic acid bioink. METHODS: Corneal endothelial cells differentiated from human pluripotent stem cells were bioprinted using optimized hydrazone crosslinked hyaluronic acid based bioink. Before the bioprinting process, the biocompatibility of the bioink with cells was first analyzed with transplantation on ex vivo denuded rat and porcine corneas as well as on denuded human Descemet membrane. Subsequently, the bioprinting was proceeded and the viability of human pluripotent stem cell derived corneal endothelial cells were verified with live/dead stainings. Histological and immunofluorescence stainings involving ZO1, Na(+)/K(+)-ATPase and CD166 were used to confirm corneal endothelial cell phenotype in all experiments. Additionally, STEM121 marker was used to identify human cells from the ex vivo rat and porcine corneas. RESULTS: The bioink, modified for human pluripotent stem cell derived corneal endothelial cells successfully supported both the viability and printability of the cells. Following up to 10 days of ex vivo transplantations, STEM121 positive cells were confirmed on the Descemet membrane of rat and porcine cornea demonstrating the biocompatibility of the bioink. Furthermore, biocompatibility was validated on denuded human Descemet membrane showing corneal endothelial -like characteristics. Seven days post bioprinting, the corneal endothelial -like cells were viable and showed polygonal morphology with expression and native-like localization of ZO-1, Na(+)/K(+)-ATPase and CD166. However, mesenchymal-like cells were observed in certain areas of the cultures, spreading beneath the corneal endothelial-like cell layer. CONCLUSIONS: Our results demonstrate the successful printing of human pluripotent stem cell derived corneal endothelial cells using covalently crosslinked hyaluronic acid bioink. This approach not only holds promise for a corneal endothelium transplants but also presents potential applications in the broader mission of bioprinting the full-thickness human cornea.",2024,Stem cell research & therapy,10.1186/s13287-024-03672-w,C4_endothelium;D3_full_thickness_multilayer,2,Include,,endothelium,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
PUBMED_0764,38507802,3D bioprinting of stromal cells-laden artificial cornea based on visible light-crosslinkable bioinks forming multilength networks.,"3D bioprinting has the potential for the rapid and precise engineering of hydrogel constructs that can mimic the structural and optical complexity of a healthy cornea. However, the use of existing light-activated bioinks for corneal printing is limited by their poor cytocompatibility, use of cytotoxic photoinitiators (PIs), low photo-crosslinking efficiency, and opaque/colored surface of the printed material. Herein, we report a fast-curable, non-cytotoxic, optically transparent bioprinting system using a new water-soluble benzoyl phosphinate-based PI and photocrosslinkable methacrylated hyaluronic acid (HAMA). Compared with commercially available PIs, the newly developed PI, lithium benzoyl (phenyl) phosphinate (BP), demonstrated increased photoinitiation efficiency under visible light and low cytotoxicity. Using a catalytic amount of BP, the HA-based bioinks quickly formed 3D hydrogel constructs under low-energy visible-light irradiation (405 nm, <1 J cm(-2)). The mechanical properties and printability of photocurable bioinks were further improved by blending low (10 kDa) and high (100 kDa) molecular weight (MW) HAMA by forming multilength networks. For potential applications as corneal scaffolds, stromal cell-laden dome-shaped constructs were fabricated using MW-blended HAMA/BP bioink and a digital light processing printer. The HA-based photocurable bioinks exhibited good cytocompatibility (80%-95%), fast curing kinetics (<5 s), and excellent optical transparency (>90% in the visible range), potentially making them suitable for corneal tissue engineering.",2024,Biofabrication,10.1088/1758-5090/ad35eb,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,
