screening_id,pmid,title,abstract,year,journal,doi,sources,source_count,decision,exclusion_reason,corneal_layer,priority_level,screening_notes,final_core_status,strict_final_status,endothelium_relevance_score,endothelium_relevance_terms,recommended_action,strict_endothelium_decision,strict_endothelium_reason,epithelium_limbus_relevance_score,epithelium_limbus_relevance_terms,strict_epithelium_limbus_decision,strict_epithelium_limbus_reason,top_tier_score,top_tier_reason,top_tier_decision,refined_top_tier_decision,refined_top_tier_reason,strict_retrieval_score,strict_retrieval_reason,has_clinical,has_in_vivo,has_ex_vivo,has_material,has_benchmark,has_reconstruction,strict_retrieval_group
PUBMED_0365,33288782,Deciphering the mechanoresponsive role of β-catenin in keratoconus epithelium.,"Keratoconus (KC) is a corneal dystrophy characterized by progressive ectasia that leads to severe visual impairment and remains one of the leading indications for corneal transplantation. The etiology is believed to be multifactorial and alterations have been documented in the biomechanical, biochemical and ultrastructural characteristics of the cornea. While the exact site of disease origin is still debated, changes in the corneal epithelium are believed to occur even before the disease is clinically manifested. In this study we investigate the possible role of β-catenin as mechanotransducer in KC corneal epithelium. The sheets of corneal epithelium removed from keratoconic eyes when they underwent collagen crosslinking as a therapeutic procedure were used for this study. The healthy corneal epithelium of patients undergoing Laser Refractive Surgery for the correction of their refractive error, served as controls. Immunoblotting and tissue immunofluorescence studies were performed on KC epithelium to analyse the expression and localization of β-catenin, E-cadherin, ZO1, α-catenin, Cyclin D1, α-actinin, RhoA, and Rac123. Co-immunoprecipitation of β-catenin followed by mass spectrometry of KC epithelium was performed to identify its interacting partners. This was further validated by using epithelial tissues grown on scaffolds of different stiffness. Histology data reported breaks in the Bowman's layer in KC patients. We hypothesize that these breaks expose the epithelium to the keratoconic corneal stroma, which, is known to have a decreased elastic modulus and that β-catenin acts as a mechanotransducer that induces structural changes such as loss of polarity (Syntaxin3) and barrier function (ZO1) through membrane delocalization. The results of our study strongly suggest that β-catenin could be a putative mechanotransducer in KC epithelium, thus supporting our hypothesis.",2020,Scientific reports,10.1038/s41598-020-77138-3,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,14,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,yes,yes,no,yes,yes,no,Priority 1 - strict retrieval shortlist
PUBMED_0388,33545838,Construction of bioengineered corneal stromal implants using an allogeneic cornea-derived matrix.,"The bioengineering of corneal scaffolds that mimic native human cornea has attracted interest owing to the scarcity of donor corneas for the transplantation-based treatment of corneal blindness. However, an optimally engineered corneal tissue for clinical use has yet to emerge. Herein, human corneal tissues discarded during allogeneic corneal transplantation surgery were used to construct allogeneic cornea-derived matrix (ACM) scaffolds with favorable optical properties and structural strength. During scaffold fabrication, collagen and glycosaminoglycan levels were well preserved, while DNA decreased significantly. Scanning electron microscopy revealed the presence of fiber-like structures on the scaffold surface and specific structures featuring multiple interlaced lamellae in cross-sections. Moreover, corneal epithelial cells grown on the ACM formed a continuous multi-stratified epithelium with a strong expression of the corneal epithelial differentiation marker CK3/12, gap junction marker Connexin43, and stem-cell-specific marker p63α, while corneal stromal cells expressed the keratocyte-specific marker KERA and the adhesion marker integrin β1. When the ACM was implanted into rabbit corneal stromal pockets, the rabbit cornea remained transparent throughout the follow-up period. These results indicate that the construction of corneal stromal implants from discarded human corneal tissues may pave the way for the generation of high-quality corneal tissue for transplantation.",2021,"Materials science & engineering. C, Materials for biological applications",10.1016/j.msec.2020.111673,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,14,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,yes,yes,no,yes,yes,no,Priority 1 - strict retrieval shortlist
PUBMED_0419,33918484,Human Cadaveric Donor Cornea Derived Extra Cellular Matrix Microparticles for Minimally Invasive Healing/Regeneration of Corneal Wounds.,"Biological materials derived from extracellular matrix (ECM) proteins have garnered interest as their composition is very similar to that of native tissue. Herein, we report the use of human cornea derived decellularized ECM (dECM) microparticles dispersed in human fibrin sealant as an accessible therapeutic alternative for corneal anterior stromal reconstruction. dECM microparticles had good particle size distribution (≤10 µm) and retained the majority of corneal ECM components found in native tissue. Fibrin-dECM hydrogels exhibited compressive modulus of 70.83 ± 9.17 kPa matching that of native tissue, maximum burst pressure of 34.3 ± 3.7 kPa, and demonstrated a short crosslinking time of ~17 min. The fibrin-dECM hydrogels were found to be biodegradable, cytocompatible, non-mutagenic, non-sensitive, non-irritant, and supported the growth and maintained the phenotype of encapsulated human corneal stem cells (hCSCs) in vitro. In a rabbit model of anterior lamellar keratectomy, fibrin-dECM bio-adhesives promoted corneal re-epithelialization within 14 days, induced stromal tissue repair, and displayed integration with corneal tissues in vivo. Overall, our results suggest that the incorporation of cornea tissue-derived ECM microparticles in fibrin hydrogels is non-toxic, safe, and shows tremendous promise as a minimally invasive therapeutic approach for the treatment of superficial corneal epithelial wounds and anterior stromal injuries.",2021,Biomolecules,10.3390/biom11040532,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,14,in vivo evidence; ex vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,no,yes,yes,yes,yes,yes,Priority 1 - strict retrieval shortlist
PUBMED_0430,34061862,The effect of prior long-term recellularization with keratocytes of decellularized porcine corneas implanted in a rabbit anterior lamellar keratoplasty model.,"Decellularized porcine corneal scaffolds are a potential alternative to human cornea for keratoplasty. Although clinical trials have reported promising results, there can be corneal haze or scar tissue. Here, we examined if recellularizing the scaffolds with human keratocytes would result in a better outcome. Scaffolds were prepared that retained little DNA (14.89 ± 5.56 ng/mg) and demonstrated a lack of cytotoxicity by in vitro. The scaffolds were recellularized using human corneal stromal cells and cultured for between 14 in serum-supplemented media followed by a further 14 days in either serum free or serum-supplemented media. All groups showed full-depth cell penetration after 14 days. When serum was present, staining for ALDH3A1 remained weak but after serum-free culture, staining was brighter and the keratocytes adopted a native dendritic morphology with an increase (p < 0.05) of keratocan, decorin, lumican and CD34 gene expression. A rabbit anterior lamellar keratoplasty model was used to compare implanting a 250 μm thick decellularized lenticule against one that had been recellularized with human stromal cells after serum-free culture. In both groups, host rabbit epithelium covered the implants, but transparency was not restored after 3 months. Post-mortem histology showed under the epithelium, a less-compact collagen layer, which appeared to be a regenerating zone with some α-SMA staining, indicating fibrotic cells. In the posterior scaffold, ALDH1A1 staining was present in all the acellular scaffold, but in only one of the recellularized lenticules. Since there was little difference between acellular and cell-seeded scaffolds in our in vivo study, future scaffold development should use acellular controls to determine if cells are necessary.",2021,PloS one,10.1371/journal.pone.0245406,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,14,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,yes,yes,no,yes,yes,no,Priority 1 - strict retrieval shortlist
PUBMED_0468,34537415,Supramolecular host-guest hyaluronic acid hydrogels enhance corneal wound healing through dynamic spatiotemporal effects.,"Severe corneal wounds can lead to ulceration and scarring if not promptly and adequately treated. Hyaluronic acid (HA) has been investigated for the treatment of corneal wounds due to its remarkable biocompatibility, transparency and mucoadhesive properties. However, linear HA has low retention time on the cornea while many chemical moieties used to crosslink HA can cause toxicity, which limits their clinical ocular applications. Here, we used supramolecular non-covalent host-guest interactions between HA-cyclodextrin and HA-adamantane to form shear-thinning HA hydrogels and evaluated their impact on corneal wound healing. Supramolecular HA hydrogels facilitated adhesion and spreading of encapsulated human corneal epithelial cells ex vivo and improved corneal wound healing in vivo as an in situ-formed, acellular therapeutic membrane. The HA hydrogels were absorbed within the corneal stroma over time, modulated mesenchymal cornea stromal cell secretome production, reduced cellularity and inflammation of the anterior stroma, and significantly mitigated corneal edema compared to treatment with linear HA and untreated control eyes. Taken together, our results demonstrate supramolecular HA hydrogels as a promising and versatile biomaterial platform for corneal wound healing.",2022,The ocular surface,10.1016/j.jtos.2021.09.002,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,14,in vivo evidence; ex vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,no,yes,yes,yes,yes,yes,Priority 1 - strict retrieval shortlist
PUBMED_0674,37282676,21 Denuded descemet's membrane as potential tool to support human embryonic stem cell derived retinal pigment epithelial cells culture.,"INTRODUCTION: Recent clinical studies suggest that RPE-cell replacement therapy may preserve vision and restore retinal structure in retinal degenerative diseases. New developments enabled the differentiation of RPE cells from pluripotent stem cells. Scaffold-based methods are being tested in ongoing clinical trials for delivering these cells to the back of the eye. Borrowed materials from donor tissues can be used as cell supports in subretinal transplantation. These biological matrices resemble the extracellular matrix microenvironment of the native tissue. The Descemet's membrane (DM) is an example of high collagen-rich basement membrane (BM). The potential of this tissue in retinal repair remains to be uncovered. AIMS: To investigate human embryonic stem cell-retinal pigment epithelium (hESC-RPE) cells survival and behaviour on a decellularized DM, which may be of clinical relevance in retinal transplantation. MATERIALS: DMs were isolated from human donor corneas and treated with thermolysin. The DM surface topology and the efficiency of the denudation method were evaluated by atomic force microscope and histology. hESC-RPE cells were seeded onto the endothelial-side surface of acellular DM in order to determine the potential of the membrane to support hESC-RPE cell culture, alongside maintaining their viability. Integrity of the hESC-RPE monolayer was assessed by measuring transepithelial resistance. RPE-specific gene, protein expression and growth factors secretion were assessed to confirm maturation and functionality of the cells over the new substrate. RESULTS: Thermolysin treatment did not affect the integrity of the tissue, thus ensuring a reliable method to standardize the preparation of decellularized DM. hESC-RPE cell attachment 6 days post-seeding and proliferation rates over the acellular DM were similar to hESC-RPE cells cultured on tissue culture inserts.On the new matrix, hESC-RPE cells succeeded in forming an intact monolayer with mature tight junctions. The resulting cell graft showed the characteristic RPE morphology. The expression of typical RPE genes, proper protein localization and key growth factor secretion further confirmed the correct RPE phenotype. The viability of the cells was maintained for up to 4 weeks in culture. CONCLUSION: Acellular DM was shown to be capable of sustaining hESC-RPE cells growth, thus confirming to be potentially a valid alternative to the Bruch's membrane.Further in vivo studies will need to verify if this product can represent a feasible tool to deliver RPE cells in the back of the eye.Our study highlights the possibility of recycling unsuitable corneal tissues, which would otherwise be discarded by the eye banks for clinical application.",2022,BMJ open ophthalmology,10.1136/bmjophth-2022-EEBA.21,A3_epithelium_limbus;C4_endothelium,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,14,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; reconstruction/regeneration relevance,yes,yes,no,yes,no,yes,Priority 1 - strict retrieval shortlist
PUBMED_0690,37476050,Decellularized squid mantle scaffolds as tissue-engineered corneal stroma for promoting corneal regeneration.,"Corneal blindness is a worldwide major cause of vision loss, and corneal transplantation remains to be the most effective way to restore the vision. However, often there is a shortage of the donor corneas for transplantation. Therefore, it is urgent to develop a novel tissue-engineered corneal substitute. The present study envisaged the development of a novel and efficient method to prepare the corneal stromal equivalent from the marine biomaterials-squid. A chemical method was employed to decellularize the squid mantle scaffold to create a cell-free tissue substitute using 0.5% sodium dodecyl sulfate (SDS) solution. Subsequently, a novel clearing method, namely clear, unobstructed brain imaging cocktails (CUBIC) method was used to transparent it. Decellularized squid mantle scaffold (DSMS) has high decellularization efficiency, is rich in essential amino acids, and maintains the regular fiber alignment. In vitro experiments showed that the soaking solution of DSMS was non-toxic to human corneal epithelium cells. DSMS exhibited a good biocompatibility in the rat muscle by undergoing a complete degradation, and promoted the growth of the muscle. In addition, the DSMS showed a good compatibility with the corneal stroma in the rabbit inter-corneal implantation model, and promoted the regeneration of the corneal stroma without any evident rejection. Our results indicate that the squid mantle can be a potential new type of tissue-engineered corneal stroma material with a promising clinical application.",2023,Bioengineering & translational medicine,10.1002/btm2.10531,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,14,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; reconstruction/regeneration relevance,yes,yes,no,yes,no,yes,Priority 1 - strict retrieval shortlist
PUBMED_0708,37721301,Chitosan-based thermosensitive hydrogel with long-term release of murine nerve growth factor for neurotrophic keratopathy.,"Neurotrophic keratopathy is a persistent defect of the corneal epithelium, with or without stromal ulceration, due to corneal nerve deficiency caused by a variety of etiologies. The treatment options for neurotrophic keratopathy are limited. In this study, an ophthalmic solution was constructed from a chitosan-based thermosensitive hydrogel with long-term release of murine nerve growth factor (CTH-mNGF). Its effectiveness was evaluated in corneal denervation (CD) mice and patients with neurotrophic keratopathy. In the preclinical setting, CTH-mNGF was assessed in a murine corneal denervation model. CTH-mNGF was transparent, thermosensitive, and ensured sustained release of mNGF for over 20 hours on the ocular surface, maintaining the local mNGF concentration around 1300 pg/mL in vivo. Corneal denervation mice treated with CTH-mNGF for 10 days showed a significant increase in corneal nerve area and total corneal nerve length compared with non-treated and CTH treated mice. A subsequent clinical trial of CTH-mNGF was conducted in patients with stage 2 or 3 neurotrophic keratopathy. Patients received topical CTH-mNGF twice daily for 8 weeks. Fluorescein sodium images, Schirmer's test, intraocular pressure, Cochet-Bonnet corneal perception test, and best corrected visual acuity were evaluated. In total, six patients (total of seven eyes) diagnosed with neurotrophic keratopathy were enrolled. After 8 weeks of CTH-mNGF treatment, all participants showed a decreased area of corneal epithelial defect, as stained by fluorescence. Overall, six out of seven eyes had fluorescence staining scores < 5. Moreover, best corrected visual acuity, intraocular pressure, Schirmer's test and Cochet-Bonnet corneal perception test results showed no significant improvement. An increase in corneal nerve density was observed by in vivo confocal microscopy after 8 weeks of CTH-mNGF treatment in three out of seven eyes. This study demonstrates that CTH-mNGF is transparent, thermosensitive, and has sustained-release properties. Its effectiveness in healing corneal epithelial defects in all eyes with neurotrophic keratopathy suggests CTH-mNGF has promising application prospects in the treatment of neurotrophic keratopathy, being convenient and cost effective.",2024,Neural regeneration research,10.4103/1673-5374.380908,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core - unresolved manual check,Keep core - cautious,,,,,,,,,,,,,,,14,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; reconstruction/regeneration relevance,yes,yes,no,yes,no,yes,Priority 1 - strict retrieval shortlist
PUBMED_0797,39022184,Photoactivated growth factor release from bio-orthogonally crosslinked hydrogels for the regeneration of corneal defects.,"In situ-forming hydrogels are an attractive option for corneal regeneration, and the delivery of growth factors from such constructs have the potential to improve re-epithelialization and stromal remodeling. However, challenges persist in controlling the release of therapeutic molecules from hydrogels. Here, an in situ-forming bio-orthogonally crosslinked hydrogel containing growth factors tethered via photocleavable linkages (PC-HACol hydrogel) was developed to accelerate corneal regeneration. Epidermal growth factor (EGF) was conjugated to the hydrogel backbone through photo-cleavable (PC) spacer arms and was released when exposed to mild intensity ultraviolet (UV) light (2-5 mW/cm(2), 365 nm). The PC-HACol hydrogel rapidly gelled within a few minutes when applied to corneal defects, with excellent transparency and biocompatibility. After subsequent exposure to UV irradiation, the hydrogel promoted the proliferation and migration of corneal epithelial cells in vitro. The rate of re-epithelialization was positively correlated to the frequency of irradiation, verified through ex vivo rabbit cornea organ culture studies. In an in vivo rat corneal wound healing study, the PC-HACol hydrogel exposed to UV light significantly promoted re-epithelialization, the remodeling of stromal layers, and exhibited significant anti-scarring effects, with minimal α-SMA and robust ALDH3A1 expression. Normal differentiation of the regenerated epithelia after healing was evaluated by expression of the corneal epithelial biomarker, CK12. The remodeled cornea exhibited full recovery of corneal thickness and layer number without hyperplasia of the epithelium.",2024,Bioactive materials,10.1016/j.bioactmat.2024.05.045,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,14,in vivo evidence; ex vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,no,yes,yes,yes,yes,yes,Priority 1 - strict retrieval shortlist
PUBMED_0802,39075142,A novel tissue-engineered corneal epithelium based on ultra-thin amniotic membrane and mesenchymal stem cells.,"Currently, in vitro cultured corneal epithelial transplantation is effective in treating limbal stem cell dysfunction (LSCD). Selecting carriers is crucial for constructing the corneal epithelium through tissue engineering. In this study, the traditional amniotic membrane (AM) was modified, and mesenchymal stem cells (MSCs) were inoculated into the ultra-thin amniotic membrane (UAM) stroma to construct a novel UAM-MSC tissue-engineered corneal epithelial carrier, that could effectively simulate the limbal stem cells (LSCs) microenvironment. The structure of different carriers cultured tissue-engineered corneal epithelium and the managed rabbit LSCD model corneas were observed through hematoxylin-eosin staining. Cell phenotypes were evaluated through fluorescence staining, Western blotting, and RT-qPCR. Additionally, cell junction genes and expression markers related to anti-neovascularization were evaluated using RT-qPCR. Corneal epithelium cell junctions were observed via an electron microscope. The tissue-engineered corneal epithelium culture medium was analyzed through mass spectrometry. Tissue-engineered corneal epithelial cells expanded by LSCs on UAM-MSCs had good transparency. Simultaneously, progenitor cell (K14, PNCA, p63) and corneal epithelial (PAX6) gene expression in tissue-engineered corneal epithelium constructed using UAM-MSCs was higher than that in corneal epithelial cells amplified by UAM and de-epithelialized amniotic membrane. Electron microscopy revealed that corneal epithelial cells grafted with UAM-MSCs were closely connected. In conclusion, the UAM-MSCs vector we constructed could better simulate the limbal microenvironment; the cultured tissue-engineered corneal epithelium had better transparency, anti-neovascularization properties, closer intercellular connections, and closer resemblance to the natural corneal epithelial tissue phenotype.",2024,Scientific reports,10.1038/s41598-024-68219-8,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,14,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,yes,yes,no,yes,yes,no,Priority 1 - strict retrieval shortlist
PUBMED_0806,39106436,"In Situ-Forming, Bioorthogonally Cross-linked, Nanocluster-Reinforced Hydrogel for the Regeneration of Corneal Defects.","Corneal defects can lead to stromal scarring and vision loss, which is currently only treatable with a cadaveric corneal transplant. Although in situ-forming hydrogels have been shown to foster regeneration of the cornea in the setting of stromal defects, the cross-linking, biomechanical, and compositional parameters that optimize healing have not yet been established. This, Corneal defects are also almost universally inflamed, and their rapid closure without fibrosis are critical to preserving vision. Here, an in situ forming, bioorthogonally cross-linked, nanocluster (NC)-reinforced collagen and hyaluronic acid hydrogel (NCColHA hydrogel) with enhanced structural integrity and both pro-regenerative and anti-inflammatory effects was developed and tested within a corneal defect model in vivo. The NCs serve as bioorthogonal nanocross-linkers, providing higher cross-linking density than polymer-based alternatives. The NCs also serve as delivery vehicles for prednisolone (PRD) and the hepatocyte growth factor (HGF). NCColHA hydrogels rapidly gel within a few minutes upon administration and exhibit robust rheological properties, excellent transparency, and negligible swelling/deswelling behavior. The hydrogel's biocompatibility and capacity to support cell growth were assessed using primary human corneal epithelial cells. Re-epithelialization on the NCColHA hydrogel was clearly observed in rabbit eyes, both ex vivo and in vivo, with expression of normal epithelial biomarkers, including CD44, CK12, CK14, α-SMA, Tuj-1, and ZO-1, and stratified, multilayered morphology. The applied hydrogel maintained its structural integrity for at least 14 days and remodeled into a transparent stroma by 56 days.",2024,ACS nano,10.1021/acsnano.4c02345,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,14,in vivo evidence; ex vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,no,yes,yes,yes,yes,yes,Priority 1 - strict retrieval shortlist
PUBMED_0817,39216318,Bioprinting of anisotropic functional corneal stroma using mechanically robust multi-material bioink based on decellularized cornea matrix.,"Corneal scarring is a common cause of blindness, affecting millions globally each year. A huge gap between the demand and supply of donor tissue currently limits corneal transplantation, the only definitive therapy for patients with corneal scarring. To overcome this challenge, researchers have harnessed the efficacy of 3D bioprinting to fabricate artificial corneal stromal constructs. With all the different bioinks available, the decellularized corneal matrix-based bioprinted construct can fulfill the required biological functionality but is limited by the lack of mechanical stiffness. Additionally, from a biophysical standpoint, it is necessary for an ideal corneal substitute to mimic the anisotropy of the cornea from the central optic zone to the surrounding periphery. In this study, we enhanced the mechanical robustness of decellularized cornea matrix (DCM) hydrogel by blending it with another natural polymer, sonicated silk fibroin solution in a defined ratio. Although hybrid hydrogel has an increased complex modulus than DCM hydrogel, it has a lower in vitro degradation rate and increased opaqueness due to the presence of crystalline beta-sheet conformation within the hydrogel. Therefore, we used this multi-material bioink-based approach to fabricate a corneal stromal equivalent where the outer peripheral corneal rim was printed with a mechanically robust polymeric blend of DCM and sonicated silk fibroin and the central optic zone was printed with only DCM. The bioprinted corneal stroma thus maintained its structural integrity and did not break when lifted with forceps. The two different bioinks were encapsulated with human limbus-derived mesenchymal stem cells (hLMSC) individually and 3D bioprinted in different patterns (concentric and parallel) to attain a native-like structure in terms of architecture and transparency. Thus, the bilayer cornea constructs maintained high cell viability and expressed keratocyte core proteins indicating optimal functionality. This approach helped to gain insight into bioprinting corneas with heterogeneous mechanical property without disturbing the structural clarity of the central optic zone.",2024,Biomaterials advances,10.1016/j.bioadv.2024.214007,B3_stroma;D3_full_thickness_multilayer,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,14,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,yes,yes,no,yes,yes,no,Priority 1 - strict retrieval shortlist
PUBMED_0905,40145466,"Preclinical Testing of 3D Printed, Cell Loaded Hydrogel Based Corneal Substitutes on Rabbit Model.","Many people lose their vision due to corneal stroma injuries of the eye and the golden solution is transplantation of allografts from donors. Unfortunately, the limited availability of donor tissue, risk of disease transmission, and immune rejection are serious handicaps. However, implants made of biomaterials can be used as substitutes. In this study, cell-loaded and cell-free, methacrylated gelatin (GelMA) implants are 3D printed and tested under in vitro conditions. The samples are physically characterized for their printability, equilibrium water content, compressive mechanical strength, and transparency; they retained 60%-80% of light transmission in the visible region as in the native corneas. In brief, they are suitable for further testing. Then cell loaded samples are tested in vivo on New Zealand white rabbits for 90 days. In the in vivo tests, these cell loaded, disk shaped implants are almost completely degraded and allowed reorganization of the tissue forming at the implantation site. Also, the immune response initially observed decreased in time and by the end of 90 days the tissue regained its normal, healthy architecture with multilayered, non-keratinized epithelium. It can be concluded that the implants developed in this study are promising for clinical use in corneal stroma recovery.",2025,Macromolecular bioscience,10.1002/mabi.202400595,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,14,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,yes,yes,no,yes,yes,no,Priority 1 - strict retrieval shortlist
PUBMED_0938,40481091,Therapeutic efficacy of BSA formulated hydrogels in corneal wound healing and epithelial cell regeneration: an ex vivo study.,"Corneal injury requires both epithelial regeneration and stromal repair, and formulated biomaterials established to repair damaged corneas can be used in regenerative medicine. The challenge is to ensure that biomaterials can be incorporated into the host tissue and delivered intracellularly without causing rapid material deprivation, thus maintaining corneal transparency. Bovine serum albumin-formulated hydrogels (BHG) were prepared by dissolving with riboflavin, retinoic acid, and 2.5% glutaraldehyde solutions. Periphery-centered wounds from camel corneas (8mm diameter and 250 µm depth) were mounted on a dome-shaped agarose gel in six-well plates containing BHG-supplemented serum-free Medium 199. The plates were then incubated at 37 °C for 24, 48, and 72 h. A complete set of corneoscleral rings was procured and processed for histopathological, electron microscopy, and immunohistochemistry assays. Histological and electron microscopy results showed that all epithelial layers and anterior stroma developed faster in the BHG-treated wounds than in the untreated wounded corneas. Compared to untreated wounded corneas, BHG-treated corneas accumulated higher levels of fibronectin and ki-67 and lower levels of alpha-smooth muscle actin inductions. BHG-treated corneal wounds healed faster than untreated wounded corneas. Overall, BHG enhances epithelial regeneration and strengthens the stromal architecture by upregulating ECM and growth factors. Hence, BHG is a promising therapeutic hydrogel for wounded corneas, and further studies on corneal stromal wound healing and epithelial cell reimbursement in an in vivo model are required.",2025,Scientific reports,10.1038/s41598-025-04408-3,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,14,in vivo evidence; ex vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,no,yes,yes,yes,yes,yes,Priority 1 - strict retrieval shortlist
