screening_id,pmid,title,abstract,year,journal,doi,sources,source_count,decision,exclusion_reason,corneal_layer,priority_level,screening_notes,final_core_status,strict_final_status,endothelium_relevance_score,endothelium_relevance_terms,recommended_action,strict_endothelium_decision,strict_endothelium_reason,epithelium_limbus_relevance_score,epithelium_limbus_relevance_terms,strict_epithelium_limbus_decision,strict_epithelium_limbus_reason,top_tier_score,top_tier_reason,top_tier_decision,refined_top_tier_decision,refined_top_tier_reason,strict_retrieval_score,strict_retrieval_reason,has_clinical,has_in_vivo,has_ex_vivo,has_material,has_benchmark,has_reconstruction,strict_retrieval_group
PUBMED_0484,34677503,Preliminary Study on Fish Scale Collagen Lamellar Matrix as Artificial Cornea.,"To construct a novel artificial cornea biomaterial, a method to prepare collagen lamellar matrix was developed in this study using grass carp scales as raw materials. The relationship between the structure of fish scale collagen lamellar matrix and the optical and mechanical properties was analyzed, and co-culture of it and rat bone marrow mesenchymal stem cells (BMSCs) was performed to preliminarily analyze the cellular compatibility of fish scale collagen lamellar matrix. The results show that the grass carp scales could be divided into base region, lateral region and parietal region according to the surface morphology. The inorganic calcium in the surface layer could be effectively removed by decalcification, and the decalcification rate could reach 99%. After etching treatment, homogeneous collagen lamellar matrix could be obtained. With the decalcification and etching treatment, the water content of the sample increased gradually, but the cross-linking treatment had no obvious effect on the water content of fish scale collagen lamellar matrix. Fish scale collagen lamellar matrix has good transparency, refractive index, mechanical properties and cellular compatibility, which may represent a prospect for the construction of cornea tissue engineering products.",2021,Membranes,10.3390/membranes11100737,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,9,in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,no,yes,no,yes,yes,no,Priority 2 - retrieve after shortlist
PUBMED_0544,35456684,Hydrogels as Corneal Stroma Substitutes for In Vitro Evaluation of Drug Ocular Permeation.,"Hydrogels are complex hydrophilic structures, consisting of crosslinked homopolymers or copolymers insoluble in water. Due to their controllable bio-physicochemical properties mimicking the morphology of the native extracellular matrix, they are a key part of a lot of research fields, including medicine, pharmaceutics, and tissue engineering. This paper was focused on the preparation and characterization of hydrogels from different blends of polyvinyl alcohol (PVA) with microcrystalline cellulose (MCC) and gelatin (GEL) at various ratios, and from gelatin and chitosan alone to understand their feasibility of utilizing as corneal stroma substitutes in permeability tests for drug candidate molecules in early stages of their development. The characterization was carried out by differential scanning calorimetry, electron microscopy (SEM), water content, mass loss, water permeability, wettability, and tensile stress-strain tests. After the physicochemical characterization, PVA/MCC blend and chitosan proved to be the most promising constructs, showing negligible mass loss after immersion in aqueous medium for two weeks and low hydrodynamic permeability. They were then employed in drug molecules permeation studies and these data were compared to that obtained through excised tissues. The results obtained showed that PVA/MCC hydrogels have similar mechanical and permeability properties to corneal stroma.",2022,Pharmaceutics,10.3390/pharmaceutics14040850,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,9,in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,no,yes,no,yes,yes,no,Priority 2 - retrieve after shortlist
PUBMED_0603,36416454,Electrospun-Reinforced Suturable Biodegradable Artificial Cornea.,"Despite rigorous investigations, the hydrogels currently available to replace damaged tissues, such as the cornea, cannot fulfill mechanical and structural requirements and, more importantly, cannot be sutured into host tissues due to the lack of hierarchical structures to dissipate exerted stress. In this report, solution electrospinning of polycaprolactone (PCL), protein-based hydrogel perfusion, and layer-by-layer stacking are used to generate a hydrogel-microfiber composite with varying PCL fiber diameters and hydrogel concentrations. Integrating PCL microfibers into the hydrogel synergistically improves the mechanical properties and suturability of the construct up to 10-fold and 50-fold, respectively, compared to the hydrogel and microfiber scaffolds alone, approaching those of the corneal tissue. Human corneal cells cultured on composites are viable and can spread, proliferate, and retain phenotypic characteristics. Moreover, corneal stromal cells migrate into the scaffold, degrade it, and regenerate the extracellular matrix. The current hydrogel reinforcing system paves the way for producing suturable and, therefore, transplantable tissue constructs with desired mechanical properties.",2022,ACS applied bio materials,10.1021/acsabm.2c00751,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,9,in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,no,yes,no,yes,yes,no,Priority 2 - retrieve after shortlist
PUBMED_0710,37747759,Development of a Fully Synthetic Corneal Stromal Construct via Supramolecular Hydrogel Engineering.,"Recent advances in the field of ophthalmology show great potential in the design of bioengineered constructs to mimic the corneal stroma. Hydrogels based on synthetic supramolecular polymers, are attractive synthetic mimics of the natural highly hydrated corneal stroma. Here, a fully synthetic corneal stromal construct is developed via engineering of an injectable supramolecular hydrogel based on ureido-pyrimidinone (UPy) moieties. The hydrogel displays a dynamic and tunable behavior, which allows for control of biochemical and mechanical cues. Two hydrogels are developed, a fully synthetic hydrogel functionalized with a bioactive cyclic arginine-glycine-aspartate UPy (UPy-cRGD) additive, and a hybrid hydrogel based on UPy-moieties mixed with collagen type I fibers. Both hydrogels supported cell encapsulation and associated cellular deposition of extracellular matrix (ECM) proteins after 21 days. Excitingly, the hydrogels support the activation of isolated primary keratocytes into stromal fibroblasts as well as the differentiation toward more quiescent corneal stromal keratocytes, demonstrated by their characteristic long dendritic protrusions and a substantially diminished cytokine secretion. Furthermore, cells survive shear stresses during an injectability test. Together, these findings highlight the development of an injectable supramolecular hydrogel as a synthetic corneal stromal microenvironment able to host primary keratocytes.",2023,Advanced healthcare materials,10.1002/adhm.202301392,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,9,in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,no,yes,no,yes,yes,no,Priority 2 - retrieve after shortlist
PUBMED_0764,38507802,3D bioprinting of stromal cells-laden artificial cornea based on visible light-crosslinkable bioinks forming multilength networks.,"3D bioprinting has the potential for the rapid and precise engineering of hydrogel constructs that can mimic the structural and optical complexity of a healthy cornea. However, the use of existing light-activated bioinks for corneal printing is limited by their poor cytocompatibility, use of cytotoxic photoinitiators (PIs), low photo-crosslinking efficiency, and opaque/colored surface of the printed material. Herein, we report a fast-curable, non-cytotoxic, optically transparent bioprinting system using a new water-soluble benzoyl phosphinate-based PI and photocrosslinkable methacrylated hyaluronic acid (HAMA). Compared with commercially available PIs, the newly developed PI, lithium benzoyl (phenyl) phosphinate (BP), demonstrated increased photoinitiation efficiency under visible light and low cytotoxicity. Using a catalytic amount of BP, the HA-based bioinks quickly formed 3D hydrogel constructs under low-energy visible-light irradiation (405 nm, <1 J cm(-2)). The mechanical properties and printability of photocurable bioinks were further improved by blending low (10 kDa) and high (100 kDa) molecular weight (MW) HAMA by forming multilength networks. For potential applications as corneal scaffolds, stromal cell-laden dome-shaped constructs were fabricated using MW-blended HAMA/BP bioink and a digital light processing printer. The HA-based photocurable bioinks exhibited good cytocompatibility (80%-95%), fast curing kinetics (<5 s), and excellent optical transparency (>90% in the visible range), potentially making them suitable for corneal tissue engineering.",2024,Biofabrication,10.1088/1758-5090/ad35eb,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,9,in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,no,yes,no,yes,yes,no,Priority 2 - retrieve after shortlist
PUBMED_0957,40710690,Effect of 3D Printing Parameters on the Transparency of Medical Hydrogels for Corneal Stroma Fabrication.,"Medical hydrogels represent a promising solution for the treatment of corneal diseases and trauma, offering potential to address the shortage of donor corneas. To meet the functional requirements of artificial corneas in tissue engineering, it is crucial to fabricate biomimetic structures with high optical transparency using 3D printing techniques. As fiber alignment during the printing process has a pronounced impact on light transmittance, precise control of the printing parameters is essential. This study focuses on the experimental optimization of 3D printing conditions for hydrogel materials to improve their physical properties, particularly optical clarity, thereby enhancing their suitability for artificial corneal applications. Collagen derived from bovine Achilles tendons was chosen due to its excellent printability. A series of controlled experiments were conducted to systematically investigate the influence of key process parameters on hydrogel transparency. The findings enabled the identification of an optimized parameter set that significantly improved the optical properties of the 3D-printed biomimetic corneal stroma. Additionally, cell seeding and culture assays confirmed the favorable biocompatibility of the developed material.",2025,"Gels (Basel, Switzerland)",10.3390/gels11070528,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,9,in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,no,yes,no,yes,yes,no,Priority 2 - retrieve after shortlist
PUBMED_0959,40734361,3D Differentiation of Bone-Marrow Derived Mesenchymal Stromal Cells into the Keratocyte Lineage for Corneal Bioprinting.,"Corneal stromal keratocytes (CSK) play a critical role in maintaining corneal transparency and biomechanical integrity. However, challenges in obtaining enough functional CSK limit the progress of corneal tissue engineering and bioprinting. This study presents a novel protocol for the differentiation of bone marrow-derived mesenchymal stromal cells (BM-MSC) into CSK-like cells, optimized for both 2D and 3D culture systems, including 3D bioprinted constructs. A key innovation of this work is the preconditioning of BM-MSC on collagen-coated plates to reduce α-SMA expression, a marker associated with myofibroblast differentiation and fibrosis. Immunofluorescence and qPCR analyses demonstrated significant upregulation of CSK-specific markers, including Lumican, Keratocan, ALDH1A1, ALDH3A1, and Collagen I, while α-SMA expression remained undetectable. Notably, 3D cultures provided an enhanced environment for CSK differentiation, mimicking the corneal stroma more closely than 2D cell culture systems. The combination of preconditioning and 3D culture systems offers a promising approach for the biofabrication of functional corneal stroma, paving the way for future therapies aimed at treating corneal opacity and scarring.",2025,Advanced healthcare materials,10.1002/adhm.202405073,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,9,in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,no,yes,no,yes,yes,no,Priority 2 - retrieve after shortlist
PUBMED_0977,40931961,Scaffold-Free Extrusion-Based 3D Bioprinting of Cornea Constructs Using a Decellularized Corneal Extracellular Matrix Based Bioink and Human Placenta-Derived Mesenchymal Stem Cells.,"The development of bioinks tailored for corneal tissue engineering is crucial to replicating the native structure and function of the cornea. This study presents a scaffold-free extrusion-based 3D bioprinting (E3DB) approach to fabricate cornea constructs without support materials or molds. Bioinks composed of decellularized corneal extracellular matrix (dCECM), sodium alginate (SA), and type B gelatin (TBG) were formulated and evaluated for rheological performance, including viscosity, shear thinning, and viscoelasticity. Among the tested formulations, bioink 3G10 (SA: 3%, dCECM: 6/mL, TBG: 10%; 2:1:1 ratio) demonstrated optimal rheological and printability performance, enabling the fabrication of stable, curvature-preserving constructs. The printed constructs exhibited high shape fidelity, light transmittance comparable to native cornea, and Young's modulus values within the physiological range. Human placenta-derived mesenchymal stem cells (hPMSCs) encapsulated in bioink 3G10 showed high initial viability, a transient decline at day 7, and recovery by day 14, accompanied by morphological elongation. Gene expression analysis revealed marked upregulation of keratocyte-specific markers (KERA and ALDH) and suppression of ACTA2, indicating progression toward a keratocyte-like phenotype. These findings underscore the suitability of hPMSCs and dCECM-based bioinks for scaffold-free cornea bioprinting, providing a robust platform for the development of anatomically accurate and biologically functional corneal grafts.",2025,Macromolecular bioscience,10.1002/mabi.202500276,B3_stroma;D3_full_thickness_multilayer,2,Include,,stroma,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,9,in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,no,yes,no,yes,yes,no,Priority 2 - retrieve after shortlist
PUBMED_0300,32572811,Peripheral Blood As a Source of Stem Cells for Regenerative Medicine: Emphasis Towards Corneal Epithelial Reconstruction-An In Vitro Study.,"BACKGROUND: Mesenchymal stem cell-based treatments are now emerging as a therapy for corneal epithelial damage. Although bone marrow, adipose tissue and umbilical cord blood are the main sources of mesenchymal stem cells (MSCs), other tissues like the peripheral blood also harbor mesenchymal-like stem cells called peripheral blood-derived mononuclear cells (PBMNCs). These blood derived stem cells gained a lot of attention due to its minimally invasive collection and ease of isolation. In this study, the feasibility of using PBMNCs as an alternative cell source to corneal limbal stem cells envisaging corneal epithelial regeneration was evaluated. METHODS: Rabbit PBMNCs were isolated using density gradient centrifugation and was evaluated for mesenchymal cell properties including stemness. PBMNCs were differentiated to corneal epithelial lineage using rabbit limbal explant conditioned media and was evaluated by immuno-cytochemistry and gene expression analysis. Further, the differentiated PBMNCs were engineered into a cell sheet using an in-house developed thermo-responsive polymer. RESULTS: These blood derived cells were demonstrated to have similar properties to mesenchymal stem cells. Corneal epithelial lineage commitment of PBMNCs was confirmed by the positive expression of CK3/12 marker thereby demonstrating the aptness as an alternative to limbal stem cells. These differentiated cells effectively generated an in vitro cell sheet that was then demonstrated for cell sheet transfer on an ex vivo excised rabbit eye. CONCLUSION: PBMNCs as an alternative autologous cell source for limbal stem cells is envisaged as an effective therapeutic strategy for corneal surface reconstruction especially for patients with bilateral limbal stem cell deficiency.",2020,Tissue engineering and regenerative medicine,10.1007/s13770-020-00273-5,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",,Added epithelium/limbus core from medium-priority screen,,,Add to core candidate,,,4,sheet; construct; corneal epithelial; limbal; limbal stem; k3; rabbit; rat; ex vivo,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,8,strong reconstruction/regeneration relevance; cell-sheet/cultivated epithelial construct present; translational or in vivo evidence; extractable benchmark markers likely,Top-tier core addition,Keep top-tier core addition,"Retained as strong epithelial/limbal biomaterial, scaffold, carrier, hydrogel, or cell-sheet reconstruction evidence.",17,clinical/translational evidence; in vivo evidence; ex vivo evidence; benchmarking metrics likely; reconstruction/regeneration relevance; layer-balancing priority,yes,yes,yes,no,yes,yes,Priority 3 - retrieve later/background
PUBMED_0182,31400069,Bioengineered corneal epithelial cell sheet from mesenchymal stem cells-A functional alternative to limbal stem cells for ocular surface reconstruction.,"Limbal stem cell deficiency (LSCD) is the loss of limbal stem cells that reside in the corneoscleral junction resulting in vision loss or blindness. Bilateral LSCD is usually treated by allogeneic corneal transplantation, with instances of tissue rejection or failure in long-term follow-up. This study aims to use adipose mesenchymal stem cells (ASC) as an alternative autologous cell source for treating bilateral limbal deficiency conditions. ASCs derived from rabbit fat tissue were differentiated into corneal epithelial lineage using limbal explant condition media. Apart from transdifferentiation, ASC sheets were developed to facilitate effective delivery of these cells to the damage site. A thermoresponsive polymer N-isopropylacrylamide-co-glycidylmethacrylate (NGMA) was synthesized and characterized to demonstrate ASC sheet formation. Transdifferentiated ASCs showed positive expression of corneal epithelial marker CK3/12 on immunostaining, supported by gene expression studies. in vivo studies by transplanting cell sheet in rabbit models of corneal injury showed clear and smooth cornea in comparison to the sham models. Histology revealed a sheet of cells aligned and integrated on to the injured corneal surface, 1 month posttransplantation. Identifying ASCs as an alternative cell source along with cell sheet technology will be a novel step in the field of corneal surface therapies.",2020,"Journal of biomedical materials research. Part B, Applied biomaterials",10.1002/jbm.b.34455,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",,Added epithelium/limbus core from medium-priority screen,,,Add to core candidate,,,4,sheet; construct; corneal epithelial; limbal; limbal stem; k3; rabbit; rat; in vivo,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,8,strong reconstruction/regeneration relevance; cell-sheet/cultivated epithelial construct present; translational or in vivo evidence; extractable benchmark markers likely,Top-tier core addition,Keep top-tier core addition,"Retained as strong epithelial/limbal biomaterial, scaffold, carrier, hydrogel, or cell-sheet reconstruction evidence.",14,clinical/translational evidence; in vivo evidence; benchmarking metrics likely; reconstruction/regeneration relevance; layer-balancing priority,yes,yes,no,no,yes,yes,Priority 3 - retrieve later/background
PUBMED_0314,32710961,Tissue engineered corneal epithelium derived from clinical-grade human embryonic stem cells.,"PURPOSE: To construct tissue engineered corneal epithelium from a clinical-grade human embryonic stem cells (hESCs) and investigate the dynamic gene profile and phenotypic transition in the process of differentiation. METHODS: A stepwise protocol was applied to induce differentiation of clinical-grade hESCs Q-CTS-hESC-1 and construct tissue engineered corneal epithelium. Single cell RNA sequencing (scRNA-seq) analysis was performed to monitor gene expression and phenotypic changes at different differentiation stages. Immunostaining, real-time quantitative PCR and Western blot analysis were conducted to detect gene and protein expressions. After subcutaneous transplantation into nude mice to test the biosafety, the epithelial construct was transplanted in a rabbit corneal limbal stem cell deficiency (LSCD) model and followed up for eight weeks. RESULTS: The hESCs were successfully induced into epithelial cells. scRNA-seq analysis revealed upregulation of ocular surface epithelial cell lineage related genes such as TP63, Pax6, KRT14, and activation of Wnt, Notch, Hippo, and Hedgehog signaling pathways during the differentiation process. Tissue engineered epithelial cell sheet derived from hESCs showed stratified structure and normal corneal epithelial phenotype with presence of clonogenic progenitor cells. Eight weeks after grafting the cell sheet onto the ocular surface of LSCD rabbit model, a full-thickness continuous corneal epithelium developed to fully cover the damaged areas with normal limbal and corneal epithelial phenotype. CONCLUSION: The tissue engineered corneal epithelium generated from a clinical-grade hESCs may be feasible in the treatment of limbal stem cell deficiency.",2020,The ocular surface,10.1016/j.jtos.2020.07.009,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",,Added epithelium/limbus core from medium-priority screen,,,Add to core candidate,,,4,sheet; construct; corneal epithelial; corneal epithelium; limbal; p63; rabbit; rat; transplantation,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,8,strong reconstruction/regeneration relevance; cell-sheet/cultivated epithelial construct present; translational or in vivo evidence; extractable benchmark markers likely,Top-tier core addition,Keep top-tier core addition,"Retained as strong epithelial/limbal biomaterial, scaffold, carrier, hydrogel, or cell-sheet reconstruction evidence.",14,clinical/translational evidence; in vivo evidence; benchmarking metrics likely; reconstruction/regeneration relevance; layer-balancing priority,yes,yes,no,no,yes,yes,Priority 3 - retrieve later/background
PUBMED_0558,35750044,"Long-term survival in non-human primates of stem cell-derived, MHC-unmatched corneal epithelial cell sheets.","When corneal epithelial stem cells residing in the corneal limbus become dysfunctional, called a limbal stem cell deficiency (LSCD), corneal transparency is decreased, causing severe vision loss. Transplantation of corneal epithelial cell sheets (CEPS) derived from stem cells, including induced pluripotent stem cells, is a promising treatment for LSCD. However, the potential effect of human leukocyte antigen (HLA) concordance on CEPS transplantation has not been addressed. Here, we show that there is no difference in the immune response to CEPS between HLA-matched and -unmatched peripheral blood mononuclear cells in mixed lymphocyte reactions. CEPS transplantation in cynomolgus monkeys revealed that the immune response to major histocompatibility-unmatched CEPS was not strong and could be controlled by local steroid administration. Furthermore, programmed death ligand 1 was identified as an immunosuppressive molecule in CEPS under inflammatory conditions in vitro. Our results indicate that corneal epithelium has low immunogenicity and allogeneic CEPS transplantation requires mild immunosuppression.",2022,Stem cell reports,10.1016/j.stemcr.2022.05.018,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",,Added epithelium/limbus core from medium-priority screen,,,Add to core candidate,,,4,sheet; corneal epithelial; corneal epithelium; limbal; transparency; rat; transplantation,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,8,strong reconstruction/regeneration relevance; cell-sheet/cultivated epithelial construct present; translational or in vivo evidence; extractable benchmark markers likely,Top-tier core addition,Keep top-tier core addition,"Retained as strong epithelial/limbal biomaterial, scaffold, carrier, hydrogel, or cell-sheet reconstruction evidence.",14,clinical/translational evidence; in vivo evidence; benchmarking metrics likely; reconstruction/regeneration relevance; layer-balancing priority,yes,yes,no,no,yes,yes,Priority 3 - retrieve later/background
PUBMED_0302,32599277,Long-term outcomes of cultivated cell sheet transplantation for treating total limbal stem cell deficiency.,"PURPOSE: This study was conducted to determine the long-term outcomes of cultivated cell sheet transplantation (CCST), and to clarify risk factors that affected the outcomes. METHODS: We retrospectively analyzed the medical charts and photographs of 246 consecutive surgeries (162 eyes from 139 patients) that used CCST for treating total limbal stem cell deficiency. Deficiency types included Stevens-Johnson syndrome (SJS) or toxic epidermal necrolysis (SJS/TEN; n = 80), ocular surface burns (Burn; n = 75), ocular cicatricial pemphigoid (OCP) or pseudo-OCP (n = 58), and others (n = 33). The methods of CCST included 103 cultivated limbal epithelial transplantations (28 autologous, 62 allogeneic, and 13 living-related relatives), and 143 cultivated oral mucosal epithelial transplantations. We analyzed the rate of successful ocular surface reconstruction, clear corneas, and best-corrected visual acuity equal to or better than 20/200. RESULTS: With a mean observation period of 357 weeks, successful ocular surface reconstruction and clear corneas at last visit were achieved in 65.1% of the patients. Corrected visual acuity equal to or better than 20/200 was achieved in 19.0% of the patients. Eyes with SJS/TEN exhibited worse outcomes compared with the Burn group. Postoperative complications included corneal ulcerations or perforations (18.3%), glaucoma (13.8%), and infections (8.5%). Multivariate analyses using the logistic mixed-effects model indicated that the presence of preoperative corneal epithelial defects was a significant risk factor for postoperative failure. CONCLUSIONS: In this series, the success rate of CCST after a mean observation period of 357 weeks was 65.1%, and preoperative epithelial defect was the most relevant risk factor.",2020,The ocular surface,10.1016/j.jtos.2020.06.005,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",,Added epithelium/limbus core from medium-priority screen,,,Add to core candidate,,,3,sheet; construct; corneal epithelial; limbal; limbal stem; rat; transplantation,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,7,strong reconstruction/regeneration relevance; cell-sheet/cultivated epithelial construct present; translational or in vivo evidence,Top-tier core addition,Keep top-tier core addition,"Retained as strong epithelial/limbal biomaterial, scaffold, carrier, hydrogel, or cell-sheet reconstruction evidence.",12,clinical/translational evidence; in vivo evidence; reconstruction/regeneration relevance; layer-balancing priority,yes,yes,no,no,no,yes,Priority 3 - retrieve later/background
PUBMED_0630,36736434,Clinical Trial of Autologous Cultivated Limbal Epithelial Cell Sheet Transplantation for Patients with Limbal Stem Cell Deficiency.,"PURPOSE: To confirm the efficacy and safety of Good Manufacturing Practice (GMP)-compliant autologous cultivated limbal epithelial cell sheets in government-controlled clinical trials that adhered to Good Clinical Practice stipulations for patients with unilateral limbal stem cell deficiency (LSCD). DESIGN: A prospective, multicenter, open-label, uncontrolled, single-arm clinical trial. PARTICIPANTS: Ten consecutive eyes of 10 patients with unilateral LSCD were followed for 2 years after surgery. Preoperative LSCD stage was IIB in 4 eyes and III in 6 eyes. METHODS: A limbal tissue biopsy was obtained from the healthy eye, after which limbal stem cells were dissociated and cultivated on temperature-responsive culture surfaces. All cell sheets were fabricated in a GMP-grade facility under established standard operating procedures. Cell sheets were evaluated using defined shipment criteria before transplantation, and only those that met the criteria were used. The cell sheet was transplanted onto each of the patients' diseased eye after removing the conjunctival scar tissue that covered the corneal surface. The severity of LSCD was determined according to a staging method agreed on by global consensus, with eyes evaluated as being in stages IA-C representing successful corneal epithelial reconstruction. Diagnosis and staging of LSCD were determined by the trial's Eligibility Judgment Committee and Effect Assessment Committee using slit-lamp photographs including fluorescein staining. Both committees comprised 2 or 3 third-party cornea specialists, who were provided with information anonymously and randomly. MAIN OUTCOME MEASURE: Corneal epithelial reconstruction rate was the primary end point. RESULTS: Corneal epithelial reconstruction was successful in 6 of 10 eyes (60%) 1 year postoperatively and was significantly higher than the 15% clinically significant efficacy rate achieved by allogeneic limbal transplantation. The reconstruction rate was 70% of eyes 2 years postoperatively. Additionally, improvements in visual acuity were noted in 50% and 60% of eyes at 1 and 2 years, respectively. No clinically significant transplantation-related adverse events were observed. CONCLUSIONS: The efficacy and safety of cultivated limbal epithelial cell sheet transplantation were thus confirmed, and the cell sheet, named ""Nepic,"" is now approved as a cellular and tissue-based product in Japan. FINANCIAL DISCLOSURE(S): Proprietary or commercial disclosure may be found after the references. FINANCIAL DISCLOSURE(S): Proprietary or commercial disclosure may be found after the references.",2023,Ophthalmology,10.1016/j.ophtha.2023.01.016,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",,Added epithelium/limbus core from medium-priority screen,,,Add to core candidate,,,3,sheet; construct; corneal epithelial; limbal; limbal stem; rat; transplantation; clinical,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,7,strong reconstruction/regeneration relevance; cell-sheet/cultivated epithelial construct present; translational or in vivo evidence,Top-tier core addition,Keep top-tier core addition,"Retained as strong epithelial/limbal biomaterial, scaffold, carrier, hydrogel, or cell-sheet reconstruction evidence.",12,clinical/translational evidence; in vivo evidence; reconstruction/regeneration relevance; layer-balancing priority,yes,yes,no,no,no,yes,Priority 3 - retrieve later/background
