screening_id,pmid,title,abstract,year,journal,doi,sources,source_count,decision,exclusion_reason,corneal_layer,priority_level,screening_notes,final_core_status,strict_final_status,endothelium_relevance_score,endothelium_relevance_terms,recommended_action,strict_endothelium_decision,strict_endothelium_reason,epithelium_limbus_relevance_score,epithelium_limbus_relevance_terms,strict_epithelium_limbus_decision,strict_epithelium_limbus_reason,top_tier_score,top_tier_reason,top_tier_decision,refined_top_tier_decision,refined_top_tier_reason,strict_retrieval_score,strict_retrieval_reason,has_clinical,has_in_vivo,has_ex_vivo,has_material,has_benchmark,has_reconstruction,strict_retrieval_group,inferred_layer_from_title_abstract,layer_label_audit_decision,has_endothelium_terms,has_epithelium_limbus_terms,has_stroma_terms,has_multiple_layer_terms
PUBMED_0702,37594449,Application of Noggin-Coated Electrospun Scaffold in Corneal Wound Healing.,"PURPOSE: The objective of this study is to develop and characterize electrospun corneal bandage infused with Noggin protein and evaluate its therapeutic potential in the treatment of superficial nonhealing corneal ulceration. METHODS: Electrospun nanofibrous scaffolds were created with different blend ratios of polycaprolactone and gelatin and coated with different concentrations of Noggin protein. Morphologic, mechanical, degradation, and surface chemistry of the developed scaffold was assessed. Biocompatibility of the developed scaffold with corneal epithelial cells was evaluated by looking at cell viability, proliferation, and immunostaining. In vitro wound healing in the presence of Noggin-coated scaffold was evaluated by measuring wound closure rate after scratch. RESULTS: Uniform nanofibrous scaffolds coated with Noggin were constructed through optimization of electrospinning parameters and demonstrated mechanical properties better than or similar to commercially available contact lenses used in corneal wound healing. In the presence of Noggin-coated scaffold, corneal epithelial cells showed higher proliferation and wound-healing rate. CONCLUSIONS: This Noggin-coated electrospun scaffold represents a step toward, expanding treatment options for patients with indolent corneal ulcers. TRANSLATIONAL RELEVANCE: In this study, the feasibility of Noggin-coated electrospun scaffold as a therapeutic for indolent corneal ulcer was evaluated. This study also provides a better perspective for understanding electrospun scaffolds as a tunable platform to infuse topical therapeutics and use as a corneal bandage.",2023,Translational vision science & technology,10.1167/tvst.12.8.15,A3_epithelium_limbus;D3_full_thickness_multilayer,2,Include,,epithelium_limbus,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core - unresolved manual check,Keep core - cautious,,,,,,,,,,,,,,,17,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance; layer-balancing priority,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist,epithelium_limbus,label_ok,no,yes,no,no
PUBMED_0799,39050175,The effect of cultured autologous oral mucosal epithelial cells on ocular surface reconstruction.,"INTRODUCTION: Oral epithelial cells were recently shown to be able to differentiate into corneal epithelium, and the efficacy of cultured autologous oral mucosal epithelial cells (CAOMEC) has been suggested by the presence of epithelium replacement. Therefore, the aim of this study was to evaluate the treatment outcome in limbal stem cell deficiency (LSCD) by adding CAOMEC to regular amniotic membrane (AM) treatment. MATERIAL AND METHODS: Eyes with LSCD were randomized to two groups to undergo either autologous oral mucosal epithelial cell sheet (CAOMECS) combined with AM transplantation (A group) or AM transplantation alone (B group). Clinical outcome measures were corneal epithelium healing, best corrected visual acuity, symblepharon, corneal transparency, corneal neovascularization and ocular surface inflammation. RESULTS: The normal corneal epithelialization rate in group A (73.33%) was higher than that in group B (35.48%), and the average healing time was shorter (3.45 ±2.12 weeks vs. 4.64 ±1.63 weeks). The symblepharon in the above two groups was improved in the first 3 months after surgery, but after 6 months, part of the B group had recurrence. In improving corneal transparency, group A has obvious advantages. Corneal neovascularization (CNV) was improved to some extent in the first 3 months after surgery, but group A (1.47 ±0.64) was better than group B (1.94 ±0.85) after 6 months. Both groups can improve the inflammatory state to some extent. CONCLUSIONS: The transplantation of CAOMECS offers a viable and safe alternative in the reconstruction of a stable ocular surface. The effect is better than that of traditional AM transplantation, mainly in promoting corneal epithelialization, improving ocular surface structure, and reducing fiber and vascular infiltration.",2024,Archives of medical science : AMS,10.5114/aoms/115576,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",,Added epithelium/limbus core from medium-priority screen,,,Add to core candidate,,,4,membrane; sheet; construct; corneal epithelial; corneal epithelium; limbal; transparency; rat; transplantation; clinical,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.,10,strong reconstruction/regeneration relevance; scaffold/carrier/material present; cell-sheet/cultivated epithelial construct present; translational or in vivo evidence; extractable benchmark markers likely,Top-tier core addition,Keep top-tier core addition,"Retained as strong epithelial/limbal biomaterial, scaffold, carrier, hydrogel, or cell-sheet reconstruction evidence.",17,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance; layer-balancing priority,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist,epithelium_limbus,label_ok,no,yes,no,no
PUBMED_0826,39375390,Bio-printing method as a novel approach to obtain a fibrin scaffold settled by limbal epithelial cells for corneal regeneration.,"Treatment of Limbal Stem Cell Deficiency (LSCD), based on autologous transplantation of the patient's stem cells, is one of the few medical stem cell therapies approved by the European Medicines Agency (EMA). It relies on isolating and culturing in vivo Limbal Epithelial Stem Cells (LESC) and then populating them on the fibrin substrate, creating a scaffold for corneal epithelial regeneration. Such a solution is then implanted into the patient's eye. The epithelial cell culture process is specific, and its results strongly depend on the initial cell seeding density. Achieving control of the density and repeatability of the process is a desirable aim and can contribute to the success of the therapy. The study aimed to test bioprinting as a potential technique to increase the control over LESCs seeding on a scaffold and improve process reproducibility. Cells were applied to 0.5 mm thick, flat, transparent fibrin substrates using extrusion bioprinting; the control was the traditional manual application of cells using a pipette. The use of 3D printer enabled uniform coverage of the scaffold surface, and LESCs density in printed lines was close to the targeted value. Moreover, printed cells had higher cell viability than those seeded traditionally (91.1 ± 8.2% vs 82.6 ± 12.8%). The growth rate of the epithelium was higher in bioprinted samples. In both methods, the epithelium had favorable phenotypic features (p63 + and CK14 +). 3D printing constitutes a promising approach in LSCD therapy. It provides favorable conditions for LESCs growth and process reproducibility. Its application may lead to reduced cell requirements, thereby to using fewer cells on lower passages, which will contribute to preserving LESCs proliferative potential.",2024,Scientific reports,10.1038/s41598-024-73383-y,A3_epithelium_limbus;D3_full_thickness_multilayer,2,Include,,epithelium_limbus,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,17,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance; layer-balancing priority,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist,epithelium_limbus,label_ok,no,yes,no,no
PUBMED_0049,29637812,Preserving Basement Membranes during Detachment of Cultivated Oral Mucosal Epithelial Cell Sheets for the Treatment of Total Bilateral Limbal Stem Cell Deficiency.,"Total bilateral limbal stem cell deficiency leading to loss of corneal clarity, potential vision loss, pain, photophobia, and keratoplasty failure cannot be treated by autologous limbal transplantation, and allogeneic limbal transplantation requires subsequent immunosuppressive treatment. Cultured autologous oral mucosal epithelial cells have been shown to be safe and effective alternatives. These cells can be transplanted on supports or without support after detachment from the culture dishes. Dispase, known for epidermal sheet detachment, is reported as not usable for oral mucosa. The objective was to find an optimized detachment method providing a sufficiently resistant and adhesive cultured oral mucosal epithelium (COME), which can be grafted without sutures. Enzymatic treatments (dispase or collagenase at different concentrations) were compared to enzyme-free mechanical detachment. Histological immunofluorescence (IF) and Western blotting (WB) were used to examine the impact on adhesion markers (laminin-332, β1-integrin, and type VII collagen) and junctional markers (E-cadherin, P-cadherin). Finally, the COME ability to adhere to the cornea and produce a differentiated epithelium 15 d after grafting onto an ex vivo porcine stroma model were investigated by histology, IF, and transmission electron microscopy. Collagenase at 0.5 mg/mL and dispase at 5 mg/mL were selected for comparative study on adhesive expression marker by IF and WB showed that levels of basement membrane proteins and cell-cell and cell-matrix junction proteins were not significantly different between the 3 detachment methods. Collagenase 0.5 mg/mL was selected for the next step validation because of the better reproducibility, 100% success (vs. 33% with dispase 5 mg/mL). Grafted onto porcine de-epithelialized corneal stroma, collagenase 0.5 mg/mL detached COME were found to adhere, stratify, and continue to ensure renewal of the epithelium. For COME, collagenase 0.5 mg/mL enzymatic detachment was selected and validated on its resistance and adhesive marker expression as well as their anchorage onto our new ex vivo de-epithelialized stroma model.",2018,Cell transplantation,10.1177/0963689717741140,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,19,clinical/translational evidence; in vivo evidence; ex vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,yes,yes,yes,yes,Priority 1 - strict retrieval shortlist,stroma,manual_check,no,yes,yes,no
PUBMED_0344,33028837,In situ-forming collagen hydrogel crosslinked via multi-functional PEG as a matrix therapy for corneal defects.,"Visually significant corneal injuries and subsequent scarring collectively represent a major global human health challenge, affecting millions of people worldwide. Unfortunately, less than 2% of patients who could benefit from a sight-restoring corneal transplant have access to cadaveric donor corneal tissue. Thus, there is a critical need for new ways to repair corneal defects that drive proper epithelialization and stromal remodeling of the wounded area without the need for cadeveric donor corneas. Emerging therapies to replace the need for donor corneas include pre-formed biosynthetic buttons and in situ-forming matrices that strive to achieve the transparency, biocompatibility, patient comfort, and biointegration that is possible with native tissue. Herein, we report on the development of an in situ-forming hydrogel of collagen type I crosslinked via multi-functional polyethylene glycol (PEG)-N-hydroxysuccinimide (NHS) and characterize its biophysical properties and regenerative capacity both in vitro and in vivo. The hydrogels form under ambient conditions within minutes upon mixing without the need for an external catalyst or trigger such as light or heat, and their transparency, degradability, and stiffness are modulated as a function of number of PEG arms and concentration of PEG. In addition, in situ-forming PEG-collagen hydrogels support the migration and proliferation of corneal epithelial and stromal cells on their surface. In vivo studies in which the hydrogels were formed in situ over stromal keratectomy wounds without sutures showed that they supported multi-layered surface epithelialization. Overall, the in situ forming PEG-collagen hydrogels exhibited physical and biological properties desirable for a corneal stromal defect wound repair matrix that could be applied without the need for sutures or an external trigger such as a catalyst or light energy.",2020,Scientific reports,10.1038/s41598-020-72978-5,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,19,clinical/translational evidence; in vivo evidence; ex vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,yes,yes,yes,yes,Priority 1 - strict retrieval shortlist,multiple_layers,label_ok,no,yes,yes,yes
PUBMED_0387,33542377,A decellularized human corneal scaffold for anterior corneal surface reconstruction.,"Allogenic transplants of the cornea are prone to rejection, especially in repetitive transplantation and in scarred or highly vascularized recipient sites. Patients with these ailments would particularly benefit from the possibility to use non-immunogenic decellularized tissue scaffolds for transplantation, which may be repopulated by host cells in situ or in vitro. So, the aim of this study was to develop a fast and efficient decellularization method for creating a human corneal extracellular matrix scaffold suitable for repopulation with human cells from the corneal limbus. To decellularize human donor corneas, sodium deoxycholate, deoxyribonuclease I, and dextran were assessed to remove cells and nuclei and to control tissue swelling, respectively. We evaluated the decellularization effects on the ultrastructure, optical, mechanical, and biological properties of the human cornea. Scaffold recellularization was studied using primary human limbal epithelial cells, stromal cells, and melanocytes in vitro and a lamellar transplantation approach ex vivo. Our data strongly suggest that this approach allowed the effective removal of cellular and nuclear material in a very short period of time while preserving extracellular matrix proteins, glycosaminoglycans, tissue structure, and optical transmission properties. In vitro recellularization demonstrated good biocompatibility of the decellularized human cornea and ex vivo transplantation revealed complete epithelialization and stromal repopulation from the host tissue. Thus, the generated decellularized human corneal scaffold could be a promising biological material for anterior corneal reconstruction in the treatment of corneal defects.",2021,Scientific reports,10.1038/s41598-021-82678-3,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,19,clinical/translational evidence; in vivo evidence; ex vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,yes,yes,yes,yes,Priority 1 - strict retrieval shortlist,stroma,manual_check,no,yes,yes,no
PUBMED_0144,30918800,Construction of a full-thickness human corneal substitute from anterior acellular porcine corneal matrix and human corneal cells.,"AIM: To construct functional human full-thickness corneal replacements. METHODS: Acellular porcine corneal matrix (APCM) was developed from porcine cornea by decellulariztion. The biomechanical properties of anterior-APCM (AAPCM) and posterior-APCM (PAPCM) were checked using uniaxial tensile testing. Human corneal cells were obtained by cell culture. Suspending ring was designed by deformation of an acupuncture needle. MTT cytotoxicity assay was used to check the cytotoxicity of suspending ring soaking solutions. A new three-dimensional organ culture system was established by combination of suspending ring, 48-well plate and medium together. A human full-thickness corneal substitute was constructed from human corneal cells with AAPCM in an organ coculture system. Biochemical marker expression of the construct was measured by immunofluorescent staining and morphological structures were observed using scanning electron microscopy. Pump function and biophysical properties were examined by penetrating keratoplasty and follow-up clinical observations. RESULTS: There were no cells in the AAPCM or PAPCM, whereas collagen fibers, Bowman's membrane, and Descemet's membrane were retained. The biomechanical property of AAPCM was better than PAPCM. Human corneal cells grew better on the AAPCM than on the PAPCM. There was no cytotoxicity for the suspending ring soaking solutions. For the constructed full-depth human corneal replacements keratocytes scattered uniformly throughout the AAPCM and expressed vimentin. The epithelial layer was located on the surface of Bowman's membrane and composed of three or four layers of epithelial cells expressing cytokeratin 3. One layer of endothelial cells covered the stromal surface of AAPCM, expressed Na(+)/K(+)ATPase and formed the endothelial layer. The construct was similar to normal human corneas, with many microvilli on the epithelial cell surface, stromal cells with a long shuttle shape, and zonula occludens on the interface of endothelial cells. The construct withstood surgical procedures during penetrating keratoplasty. The corneal transparency increased gradually and was almost completely restored 7d after surgery. CONCLUSION: AAPCM is an ideal scaffold for constructing full-thickness corneal replacement, and functional human full-thickness corneal replacements are successfully constructed using AAPCM and human corneal cells.",2019,International journal of ophthalmology,10.18240/ijo.2019.03.01,A3_epithelium_limbus;B3_stroma;C4_endothelium;D3_full_thickness_multilayer,4,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,17,clinical/translational evidence; in vivo evidence; ex vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,yes,yes,yes,yes,yes,no,Priority 1 - strict retrieval shortlist,multiple_layers,label_ok,yes,yes,yes,yes
PUBMED_0273,32368948,Engineering a Corneal Stromal Equivalent Using a Novel Multilayered Fabrication Assembly Technique.,"To overcome the serious shortage of donor corneas for transplantation, alternatives based on tissue engineering need to be developed. Decellularized corneas are one potential alternative, but their densely packed collagen architecture inhibits recellularization in vitro. Therefore, a new rapid method of recellularizing these constructs to ensure high cellularity throughout the collagen scaffold is needed. In this study, we developed a novel method for fabricating corneal constructs by using decellularized porcine corneal sheets assembled using a bottom-up approach by layering multiple sheets between cell-laden collagen I hydrogel. Corneal lenticules were cut from porcine corneas by cryosectioning, then decellularized with detergents and air-dried for storage as sheets. Human corneal stromal cells were encapsulated in collagen I hydrogel and cast between the dried sheets. Constructs were cultured in serum-free medium supplemented with ascorbic acid and insulin for 2 weeks. Epithelial cells were then seeded on the surface and cultured for an additional week. Transparency, cell viability, and phenotype were analyzed by qPCR, histology, and immunofluorescence. Constructs without epithelial cells were sutured onto an ex vivo porcine cornea and cultured for 1 week. Lenticules were successfully decellularized, achieving dsDNA values of 13 ± 1.2 ng/mg dry tissue, and were more resistant to degradation than the collagen I hydrogels. Constructs maintained high cell viability with a keratocyte-like phenotype with upregulation of keratocan, decorin, lumican, collagen I, ALDH3A1, and CD34 and the corneal epithelial cells stratified with a cobblestone morphology. The construct was amenable to surgical handling and no tearing occurred during suturing. After 7 days ex vivo, constructs were covered by a neoepithelium from the host porcine cells and integration into the host stroma was observed. This study describes a novel approach toward fabricating anterior corneal substitutes in a simple and rapid manner, obtaining mature and suturable constructs using only tissue-derived materials.",2020,Tissue engineering. Part A,10.1089/ten.TEA.2020.0019,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,17,clinical/translational evidence; in vivo evidence; ex vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely,yes,yes,yes,yes,yes,no,Priority 1 - strict retrieval shortlist,multiple_layers,label_ok,no,yes,yes,yes
PUBMED_0073,29978836,Decellularized corneal lenticule embedded compressed collagen: toward a suturable collagenous construct for limbal reconstruction.,"Recently, compressed collagen has attracted much attention as a potential alternative for a limbal epithelial stem cell (LESC) carrier to treat limbal stem cell deficiency (LSCD), in that it can provide mechanically improved collagen fibrillar structures compared to conventional collagen hydrogel. However, its clinical efficacy as an LESC carrier has not yet been studied through in vivo transplantation due to limited mechanical strength that cannot withstand a force induced by surgical suturing and low resistance to enzymatic degradation. This study firstly presents a suturable LESC carrier based on compressed collagen in the form of a biocomposite. The biocomposite was achieved by integrating a decellularized corneal lenticule, which is a decellularized stromal tissue obtained from corneal refractive surgery, inside a compressed collagen to form a sandwich structure. A suture retention test verified that the biocomposite has a much higher suture retention strength (0.56 ± 0.12 N) compared to the compressed collagen (0.02 ± 0.01 N). The biocomposite also exhibited more than 3 times higher resistance to enzymatic degradation, indicating long-term stability after transplantation. In vitro cell culture results revealed that the biocomposite effectively supported the expansion and stratification of the LESCs with expressions of putative stem cell and differentiated corneal epithelial cell markers. Finally, the biocomposite verified its clinical efficacy by stably delivering the LESCs onto an eye of a rabbit model of LSCD and effectively reconstructing the ocular surface.",2018,Biofabrication,10.1088/1758-5090/aad1a4,A3_epithelium_limbus;B3_stroma;D3_full_thickness_multilayer,3,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,16,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist,stroma,manual_check,no,yes,yes,no
PUBMED_0253,32097748,Multifunctional synthetic Bowman's membrane-stromal biomimetic for corneal reconstruction.,"As the outermost layer of the eye, the cornea is vulnerable to physical and chemical trauma, which can result in loss of transparency and lead to corneal blindness. Given the global corneal donor shortage, there is an unmet need for biocompatible corneal substitutes that have high transparency, mechanical integrity and regenerative potentials. Herein we engineered a dual-layered collagen vitrigel containing biomimetic synthetic Bowman's membrane (sBM) and stromal layer (sSL). The sBM supported rapid epithelial cell migration, maturation and multilayer formation, and the sSL containing tissue-derived extracellular matrix (ECM) microparticles presented a biomimetic lamellar ultrastructure mimicking the native corneal stroma. The incorporation of tissue-derived microparticles in sSL layer significantly enhanced the mechanical properties and suturability of the implant without compromising the transparency after vitrification. In vivo performance of the vitrigel in a rabbit anterior lamellar keratoplasty model showed full re-epithelialization within 14 days and integration of the vitrigel with the host tissue stroma by day 30. The migrated epithelial cells formed functional multilayer with limbal stem cell marker p63 K14 expressed in the lower layer, epithelial marker K3 and K12 expressed through the layers and tight junction protein ZO-1 expressed by the multilayers. Corneal fibroblasts migrated into the implants to facilitate host/implant integration and corneal stromal regeneration. In summary, these results suggest that the multi-functional layers of this novel collagen vitrigel exhibited significantly improved biological performance as corneal substitute by harnessing a fast re-epithelialization and stromal regeneration potential.",2020,Biomaterials,10.1016/j.biomaterials.2020.119880,B3_stroma;D3_full_thickness_multilayer,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,16,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist,multiple_layers,label_ok,no,yes,yes,yes
PUBMED_0317,32743953,Sustained Release of TPCA-1 from Silk Fibroin Hydrogels Preserves Keratocyte Phenotype and Promotes Corneal Regeneration by Inhibiting Interleukin-1β Signaling.,"Corneal injury due to ocular trauma or infection is one of the most challenging vision impairing pathologies that exists. Many studies focus on the pro-inflammatory and pro-angiogenic effects of interleukin-1β (IL-1β) on corneal wound healing. However, the effect of IL-1β on keratocyte phenotype and corneal repair, as well as the underlying mechanisms, is not clear. This study reports, for the first time, that IL-1β induces phenotype changes of keratocytes in vitro, by significantly down-regulating the gene and protein expression levels of keratocyte markers (Keratocan, Lumican, Aldh3a1 and CD34). Furthermore, it is found that the NF-κB pathway is involved in the IL-1β-induced changes of keratocyte phenotype, and that the selective IKKβ inhibitor TPCA-1, which inhibits NF-κB, can preserve keratocyte phenotype under IL-1β simulated pathological conditions in vitro. By using a murine model of corneal injury, it is shown that sustained release of TPCA-1 from degradable silk fibroin hydrogels accelerates corneal wound healing, improves corneal transparency, enhances the expression of keratocyte markers, and supports the regeneration of well-organized epithelium and stroma. These findings provide insights not only into the pathophysiological mechanisms of corneal wound healing, but also into the potential development of new treatments for patients with corneal injuries.",2020,Advanced healthcare materials,10.1002/adhm.202000591,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,16,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist,stroma,manual_check,no,yes,yes,no
PUBMED_0395,33603277,Simultaneous Interpenetrating Polymer Network of Collagen and Hyaluronic Acid as an In Situ-Forming Corneal Defect Filler.,"Timely treatment of corneal injuries injury can help to prevent corneal scarring, blindness, and the need for corneal transplantation. This work describes a novel hydrogel that can fill corneal defects and assist in corneal regeneration. This hydrogel is a simultaneous interpenetrating polymer network (IPN) composed of collagen cross-linked via strain-promoted azide-alkyne cycloaddition reaction and hyaluronic acid cross-linked via thiol-ene Michael click reaction. The formation of the IPN gel was confirmed via FTIR spectra, UV-vis spectra, and morphological changes. We compared the gelation time, mechanical properties, transmittance, and refractive index of the IPN gel to the collagen gel, hyaluronic acid gel, and semi-IPN gel. The IPN combined the advantages of collagen and hyaluronic acid gels and supported corneal epithelial cell growth on its surface. When applied to corneal stromal defects in vivo, the IPN avoided epithelial hyperplasia, decreased stromal myofibroblast formation, and increased tight junction formation in the regenerated epithelium.",2020,Chemistry of materials : a publication of the American Chemical Society,10.1021/acs.chemmater.0c01307,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,16,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist,stroma,manual_check,no,yes,yes,no
PUBMED_0453,34400306,Hydrogels derived from acellular porcine corneal stroma enhance corneal wound healing.,"Acellular cornea derived hydrogels provide significant advantages in preserving native corneal stromal keratocyte cells and endothelial cells. However, for clinical application, hydrogel physical properties need to be improved, and their role in corneal epithelial wound healing requires further investigation. In this study, an acellular porcine corneal stroma (APCS) hydrogel (APCS-gel) was successfully prepared from 20 mg/ml APCS, demonstrated optimal light transmittance and gelation kinetic properties and retained critical corneal ECM of collagens and growth factors. Compared with fibrin gel, the APCS-gel had a higher porosity ratio and faster nutrition diffusion with an accompanying improvement in the proliferation of primary rabbit corneal epithelial cells (RCECs) and stromal cells (RCSCs). These corneal cell types also displayed improved viability and cellular infiltration. Furthermore, the APCS-gel provides significant advantages in the preservation of RCECs stemness and enhancement of corneal wound healing in vitro and in vivo. After 7 days of culture, 3-4 layers of RCECs were formed on the APCS-gel in vitro, while only 1-2 layers were found on the fibrin gel. More corneal stem/progenitor cell phenotypes (K12-, p63+, ABCG2+) and proliferation phenotypes (Ki67+) were detected on the APCS-gel than fibrin gel. Using a corneal epithelial wound healing model, we also found faster reepithelization in corneas that received APCS-gel compared to fibrin gel. Additionally, our APCS-gel demonstrated better physical and biological properties when compared to Tisseel, a clinically used type of fibrin gel. In conclusion, our APCS-gel provided better corneal epithelial and stromal cell biocompatibility to fibrin gels and due to its transparency and faster gelation time could potentially be superior for clinical purposes. STATEMENT OF SIGNIFICANCE: Extracellular matrix (ECM) can be used to provide tissue specific physical microstructure and biochemical cues for tissue regeneration. Here, we produced an ECM hydrogel derived from acellular porcine cornea stroma (APCS-gel) that retained critical biological characteristics of the native tissue and provided significant transparency and fast gelation time. Our data demonstrated that the APCS-gel was superior to clinically used fibrin gel, as the APCS-gel showed high porosity and permeability, better corneal stromal keratocytes infiltration, increased cellular proliferation and retention of corneal epithelial cells stemness. The APCS-gel improved corneal wound healing in vitro and in vivo. This APCS-gel may have clinical utility for corneal diseases, and the more general approach used to make this hydrogel might be used in other tissues.",2021,Acta biomaterialia,10.1016/j.actbio.2021.08.011,A3_epithelium_limbus;B3_stroma,2,Include,,multiple_layers,High,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",Provisional core,Final core,,,,,,,,,,,,,,,16,clinical/translational evidence; in vivo evidence; clear biomaterial/scaffold/carrier signal; benchmarking metrics likely; reconstruction/regeneration relevance,yes,yes,no,yes,yes,yes,Priority 1 - strict retrieval shortlist,stroma,manual_check,yes,yes,yes,no
